7840,rpm:140.68,rpm2:148.77
millis:7850,rpm:140.65,rpm2:147.15
millis:7860,rpm:158.30,rpm2:147.65
millis:7870,rpm:140.69,rpm2:146.42
millis:7880,rpm:158.25,rpm2:146.30
millis:7890,rpm:140.68,rpm2:149.28
millis:7900,rpm:140.65,rpm2:147.65
millis:791millis:11070,rpm:123.11,rpm2:133.42
millis:11080,rpm:140.67,rpmmillis:22920,rpm:87.92,rpm2:75.44
millis:22930,rpm:70.35,rpm2:74.58
millis:22940,rpm:70.34,rpm2:75.18
millis:22950,rpm:70.33,rpm2:75.54
millis:22960,rpm:87.92,rpm2:74.73
millis:22970,rpm:70.34,rpm2:75.93
millis:22980,rpm:70.35,rpm2:75.12
millis:22990,rpm:70.34,rpm2:75.15
millis:23000,rpm:87.92,rpm2:75.50
millis:23010,rpm:70.33,rpm2:74.54
millis:23020,rpm:70.35,rpm2:74.96
millis:23030,rpm:87.92,rpm2:75.15
millis:23040,rpm:70.33,rpm2:75.15
millis:23050,rpm:70.35,rpm2:75.38
millis:23060,rpm:70.34,rpm2:74.29
millis:23070,rpm:87.92,rpm2:74.77
millis:23080,rpm:70.35,rpm2:74.17
millis:23090,rpm:70.33,rpm2:74.32
millis:23100,rpm:70.34,rpm2:75.50
millis:23110,rpm:87.92,rpm2:73.98
millis:23120,rpm:70.34,rpm2:74.42
millis:23130,rpm:70.35,rpm2:74.93
millis:23140,rpm:70.34,rpm2:73.89
millis:23150,rpm:87.92,rpm2:75.54
millis:23160,rpm:70.33,rpm2:74.29
millis:23170,rpm:70.35,rpm2:74.20
millis:23180,rpm:70.34,rpm2:74.39
millis:23190,rpm:70.33,rpm2:73.49
millis:23200,rpm:87.93,rpm2:73.86
millis:23210,rpm:70.34,rpm2:73.55
millis:23220,rpm:70.34,rpm2:73.73
millis:23230,rpm:70.34,rpm2:75.02
millis:23240,rpm:70.33,rpm2:73.95
millis:23250,rpm:87.93,rpm2:73.79
millis:23260,rpm:70.33,rpm2:74.10
millis:23270,rpm:70.35,rpm2:73.09
millis:23280,rpm:70.34,rpm2:73.52
millis:23290,rpm:70.33,rpm2:73.27
millis:23300,rpm:87.92,rpm2:73.52
millis:23310,rpm:70.35,rpm2:73.67
millis:23320,rpm:70.34,rpm2:124.10
millis:23330,rpm:70.33,rpm2:73.21
millis:23340,rpm:70.35,rpm2:73.67
millis:23350,rpm:70.32,rpm2:72.70
millis:23360,rpm:87.94,rpm2:74.14
millis:23370,rpm:70.34,rpm2:73.00
millis:23380,rpm:70.35,rpm2:73.12
millis:23390,rpm:70.34,rpm2:73.39
millis:23400,rpm:70.34,rpm2:72.28
millis:23410,rpm:70.33,rpm2:72.79
millis:23420,rpm:70.34,rpm2:73.12
millis:23430,rpm:87.92,rpm2:72.37
millis:23440,rpm:70.34,rpm2:73.70
millis:23450,rpm:70.35,rpm2:72.64
millis:23460,rpm:70.33,rpm2:72.61
millis:23470,rpm:70.35,rpm2:73.03
millis:23480,rpm:70.33,rpm2:72.10
millis:23490,rpm:70.34,rpm2:72.49
millis:23500,rpm:70.35,rpm2:72.76
millis:23510,rpm:87.92,rpm2:71.95
millis:23520,rpm:70.34,rpm2:73.30
millis:23530,rpm:70.34,rpm2:72.31
millis:23540,rpm:70.34,rpm2:72.25
millis:23550,rpm:70.33,rpm2:72.58
millis:23560,rpm:70.35,rpm2:71.66
millis:23570,rpm:70.33,rpm2:72.07
millis:23580,rpm:70.35,rpm2:72.40
millis:23590,rpm:70.33,rpm2:71.45
millis:23600,rpm:87.92,rpm2:72.97
millis:23610,rpm:70.34,rpm2:71.80
millis:23620,rpm:70.35,rpm2:71.98
millis:23630,rpm:70.33,rpm2:72.10
millis:23640,rpm:70.35,rpm2:71.08
millis:23650,rpm:70.34,rpm2:120.78
millis:23660,rpm:70.34,rpm2:71.98
millis:23670,rpm:70.33,rpm2:71.14
millis:23680,rpm:70.35,rpm2:71.48
millis:23690,rpm:70.33,rpm2:71.14
millis:23700,rpm:70.35,rpm2:71.25
millis:23710,rpm:70.34,rpm2:72.34
millis:23720,rpm:70.34,rpm2:71.51
millis:23730,rpm:70.34,rpm2:71.34
millis:23740,rpm:87.91,rpm2:71.60
millis:23750,rpm:70.35,rpm2:70.65
millis:23760,rpm:70.34,rpm2:71.25
millis:23770,rpm:70.33,rpm2:70.68
millis:23780,rpm:70.35,rpm2:70.76
millis:23790,rpm:70.34,rpm2:71.86
millis:23800,rpm:70.33,rpm2:70.79
millis:23810,rpm:70.35,rpm2:70.82
millis:23820,rpm:70.34,rpm2:70.96
millis:23830,rpm:70.34,rpm2:70.09
millis:23840,rpm:70.33,rpm2:70.42
millis:23850,rpm:70.34,rpm2:70.82
millis:23860,rpm:70.34,rpm2:69.89
millis:23870,rpm:70.35,rpm2:70.48
millis:23880,rpm:70.34,rpm2:70.00
millis:23890,rpm:70.34,rpm2:70.09
millis:23900,rpm:70.32,rpm2:71.11
millis:23910,rpm:70.36,rpm2:70.28
millis:23920,rpm:70.33,rpm2:70.09
millis:23930,rpm:70.34,rpm2:70.57
millis:23940,rpm:70.35,rpm2:69.45
millis:23950,rpm:70.33,rpm2:69.92
millis:23960,rpm:70.35,rpm2:70.28
millis:23970,rpm:70.33,rpm2:69.40
millis:23980,rpm:70.35,rpm2:69.75
millis:23990,rpm:70.34,rpm2:69.29
millis:24000,rpm:70.34,rpm2:69.29
millis:24010,rpm:70.34,rpm2:70.57
millis:24020,rpm:70.34,rpm2:69.64
millis:24030,rpm:52.75,rpm2:69.31
millis:24040,rpm:70.35,rpm2:70.37
millis:24050,rpm:70.33,rpm2:69.37
millis:24060,rpm:70.34,rpm2:69.40
millis:24070,rpm:70.35,rpm2:69.64
millis:24080,rpm:70.34,rpm2:68.80
millis:24090,rpm:70.33,rpm2:69.15
millis:24100,rpm:70.35,rpm2:69.37
millis:24110,rpm:70.34,rpm2:68.53
millis:24120,rpm:70.34,rpm2:68.88
millis:24130,rpm:70.33,rpm2:68.56
millis:24140,rpm:70.34,rpm2:68.56
millis:24150,rpm:70.35,rpm2:69.59
millis:24160,rpm:70.34,rpm2:68.48
millis:24170,rpm:52.75,rpm2:68.16
millis:24180,rpm:70.34,rpm2:69.21
millis:24190,rpm:70.34,rpm2:68.32
millis:24200,rpm:70.33,rpm2:68.34
millis:24210,rpm:70.35,rpm2:68.34
millis:24220,rpm:70.33,rpm2:67.56
millis:24230,rpm:70.35,rpm2:67.92
millis:24240,rpm:70.34,rpm2:68.21
millis:24250,rpm:52.75,rpm2:67.38
millis:24260,rpm:70.34,rpm2:67.84
millis:24270,rpm:70.33,rpm2:68.24
millis:24280,rpm:70.34,rpm2:67.50
millis:24290,rpm:70.35,rpm2:67.82
millis:24300,rpm:70.34,rpm2:67.20
millis:24310,rpm:70.33,rpm2:67.25
millis:24320,rpm:52.76,rpm2:67.40
millis:24330,rpm:70.34,rpm2:67.20
millis:24340,rpm:70.34,rpm2:67.20
millis:24350,rpm:70.33,rpm2:68.40
millis:24360,rpm:70.35,rpm2:67.45
millis:24370,rpm:70.34,rpm2:67.58
millis:24380,rpm:52.75,rpm2:68.29
millis:24390,rpm:70.35,rpm2:67.43
millis:24400,rpm:70.34,rpm2:67.48
millis:24410,rpm:70.33,rpm2:67.32
millis:24420,rpm:70.34,rpm2:66.53
millis:24430,rpm:70.19,rpm2:66.89
millis:24440,rpm:52.88,rpm2:67.17
millis:24450,rpm:70.33,rpm2:66.38
millis:24460,rpm:70.35,rpm2:66.58
millis:24470,rpm:70.33,rpm2:66.91
millis:24480,rpm:52.76,rpm2:66.13
millis:24490,rpm:70.33,rpm2:66.43
millis:24500,rpm:70.34,rpm2:66.79
millis:24510,rpm:70.35,rpm2:65.89
millis:24520,rpm:70.33,rpm2:66.21
millis:24530,rpm:52.76,rpm2:66.61
millis:24540,rpm:70.34,rpm2:65.71
millis:24550,rpm:70.34,rpm2:66.11
millis:24560,rpm:70.33,rpm2:65.84
millis:24570,rpm:52.75,rpm2:65.44
millis:24580,rpm:70.34,rpm2:65.84
millis:24590,rpm:70.35,rpm2:65.40
millis:24600,rpm:70.34,rpm2:47.76
millis:24610,rpm:52.75,rpm2:65.74
millis:24620,rpm:70.34,rpm2:65.11
millis:24630,rpm:70.33,rpm2:65.20
millis:24640,rpm:70.35,rpm2:66.36
millis:24650,rpm:52.74,rpm2:65.18
millis:24660,rpm:70.36,rpm2:65.15
millis:24670,rpm:70.33,rpm2:66.43
millis:24680,rpm:52.76,rpm2:65.13
millis:24690,rpm:70.33,rpm2:65.11
millis:24700,rpm:70.34,rpm2:66.18
millis:24710,rpm:70.35,rpm2:65.27
millis:24720,rpm:52.75,rpm2:64.96
millis:24730,rpm:70.34,rpm2:65.84
millis:24740,rpm:70.34,rpm2:64.82
millis:24750,rpm:52.76,rpm2:64.58
millis:24760,rpm:70.34,rpm2:65.79
millis:24770,rpm:70.34,rpm2:64.79
millis:24780,rpm:52.75,rpm2:64.56
millis:24790,rpm:70.35,rpm2:65.57
millis:24800,rpm:70.33,rpm2:64.67
millis:24810,rpm:52.76,rpm2:64.34
millis:24820,rpm:70.34,rpm2:65.35
millis:24830,rpm:70.33,rpm2:64.41
millis:24840,rpm:52.75,rpm2:64.02
millis:24850,rpm:70.35,rpm2:65.13
millis:24860,rpm:70.34,rpm2:64.30
millis:24870,rpm:52.75,rpm2:63.97
millis:24880,rpm:70.34,rpm2:65.01
millis:24890,rpm:70.35,rpm2:64.02
millis:24900,rpm:52.75,rpm2:63.71
millis:24910,rpm:70.33,rpm2:64.75
millis:24920,rpm:70.35,rpm2:63.67
millis:24930,rpm:52.75,rpm2:63.42
millis:24940,rpm:70.35,rpm2:64.70
millis:24950,rpm:52.75,rpm2:63.46
millis:24960,rpm:70.34,rpm2:63.35
millis:24970,rpm:70.35,rpm2:64.30
millis:24980,rpm:52.75,rpm2:63.12
millis:24990,rpm:70.35,rpm2:63.07
millis:25000,rpm:70.32,rpm2:63.99
millis:25010,rpm:52.77,rpm2:62.65
millis:25020,rpm:70.33,rpm2:62.62
millis:25030,rpm:52.75,rpm2:62.83
millis:25040,rpm:70.35,rpm2:62.36
millis:25050,rpm:52.74,rpm2:62.20
millis:25060,rpm:70.35,rpm2:62.58
millis:25070,rpm:52.76,rpm2:62.62
millis:25080,rpm:70.33,rpm2:61.90
millis:25090,rpm:70.34,rpm2:62.31
millis:25100,rpm:52.75,rpm2:62.38
millis:25110,rpm:70.35,rpm2:61.62
millis:25120,rpm:52.75,rpm2:61.88
millis:25130,rpm:70.34,rpm2:62.07
millis:25140,rpm:52.75,rpm2:61.46
millis:25150,rpm:70.35,rpm2:61.68
millis:25160,rpm:52.75,rpm2:62.20
millis:25170,rpm:70.33,rpm2:61.31
millis:25180,rpm:52.75,rpm2:61.70
millis:25190,rpm:70.34,rpm2:62.03
millis:25200,rpm:52.76,rpm2:61.66
millis:25210,rpm:70.34,rpm2:61.90
millis:25220,rpm:52.75,rpm2:62.62
millis:25230,rpm:70.33,rpm2:61.75
millis:25240,rpm:52.76,rpm2:61.34
millis:25250,rpm:70.33,rpm2:62.47
millis:25260,rpm:52.75,rpm2:61.14
millis:25270,rpm:70.34,rpm2:61.08
millis:25280,rpm:52.76,rpm2:61.27
millis:25290,rpm:70.33,rpm2:60.85
millis:25300,rpm:52.76,rpm2:92.41
millis:25310,rpm:70.34,rpm2:61.14
millis:25320,rpm:52.75,rpm2:61.31
millis:25330,rpm:70.34,rpm2:60.66
millis:25340,rpm:52.75,rpm2:60.95
millis:25350,rpm:70.35,rpm2:60.97
millis:25360,rpm:52.75,rpm2:60.31
millis:25370,rpm:52.75,rpm2:60.64
millis:25380,rpm:70.34,rpm2:60.87
millis:25390,rpm:52.76,rpm2:60.55
millis:25400,rpm:70.33,rpm2:60.62
millis:25410,rpm:52.76,rpm2:61.17
millis:25420,rpm:70.34,rpm2:60.18
millis:25430,rpm:52.75,rpm2:59.91
millis:25440,rpm:52.75,rpm2:60.31
millis:25450,rpm:70.35,rpm2:59.89
millis:25460,rpm:52.75,rpm2:59.63
millis:25470,rpm:70.33,rpm2:59.91
millis:25480,rpm:52.76,rpm2:60.04
millis:25490,rpm:70.33,rpm2:59.45
millis:25500,rpm:52.76,rpm2:59.69
millis:25510,rpm:52.75,rpm2:60.08
millis:25520,rpm:70.34,rpm2:59.19
millis:25530,rpm:52.75,rpm2:59.63
millis:25540,rpm:70.35,rpm2:59.85
millis:25550,rpm:52.75,rpm2:59.29
millis:25560,rpm:52.75,rpm2:59.03
millis:25570,rpm:70.33,rpm2:60.22
millis:25580,rpm:52.76,rpm2:59.01
millis:25590,rpm:52.75,rpm2:58.60
millis:25600,rpm:70.35,rpm2:59.13
millis:25610,rpm:52.75,rpm2:59.09
millis:25620,rpm:52.75,rpm2:58.42
millis:25630,rpm:70.35,rpm2:58.68
millis:25640,rpm:52.75,rpm2:59.07
millis:25650,rpm:52.75,rpm2:58.42
millis:25660,rpm:70.34,rpm2:58.68
millis:25670,rpm:52.75,rpm2:59.33
millis:25680,rpm:52.76,rpm2:58.23
millis:25690,rpm:70.33,rpm2:58.21
millis:25700,rpm:52.75,rpm2:58.56
millis:25710,rpm:52.75,rpm2:58.46
millis:25720,rpm:70.34,rpm2:57.81
millis:25730,rpm:52.75,rpm2:57.86
millis:25740,rpm:52.75,rpm2:58.36
millis:25750,rpm:70.34,rpm2:57.58
millis:25760,rpm:52.76,rpm2:57.92
millis:25770,rpm:52.75,rpm2:58.52
millis:25780,rpm:52.76,rpm2:57.30
millis:25790,rpm:70.34,rpm2:57.19
millis:25800,rpm:52.75,rpm2:57.52
millis:25810,rpm:52.76,rpm2:57.62
millis:25820,rpm:52.75,rpm2:57.00
millis:25830,rpm:70.35,rpm2:56.98
millis:25840,rpm:52.75,rpm2:57.41
millis:25850,rpm:52.74,rpm2:56.82
millis:25860,rpm:52.77,rpm2:56.63
millis:25870,rpm:70.34,rpm2:57.49
millis:25880,rpm:52.75,rpm2:56.42
millis:25890,rpm:52.75,rpm2:56.15
millis:25900,rpm:52.75,rpm2:56.33
millis:25910,rpm:70.35,rpm2:56.56
millis:25920,rpm:52.75,rpm2:55.97
millis:25930,rpm:52.74,rpm2:56.36
millis:25940,rpm:52.75,rpm2:56.89
millis:25950,rpm:52.75,rpm2:55.95
millis:25960,rpm:70.33,rpm2:55.70
millis:25970,rpm:52.77,rpm2:56.11
millis:25980,rpm:52.75,rpm2:56.09
millis:25990,rpm:52.76,rpm2:55.53
millis:26000,rpm:52.75,rpm2:55.97
millis:26010,rpm:52.76,rpm2:42.77
millis:26020,rpm:70.34,rpm2:55.46
