millis,encoderA,encoderB
14214,4091,4087
14215,4087,4087
14215,4087,4087
14215,4089,4085
14215,4088,4091
14216,4092,4088
14216,4087,4089
14216,4088,4086
14216,4088,4080
14216,4089,4083
14217,4085,4083
14217,4084,4083
14217,4087,4084
14217,4086,4086
14217,4079,4082
14218,4085,4083
14218,4092,4083
14218,4085,4089
14218,4091,4088
14218,4082,4083
14218,4088,4086
14219,4090,4083
14219,4086,4085
14219,4082,4090
14219,4092,4089
14219,4089,4088
14220,4083,4084
14220,4089,4086
14220,4085,4092
14220,4081,4083
14220,4086,4087
14220,4088,4090
14221,4093,4091
14221,4085,4086
14221,4087,4084
14221,4080,4084
14221,4087,4092
14222,4087,4085
14222,4083,4089
14222,4093,4083
14222,4088,4084
14222,4089,4092
14222,4086,4082
14223,4080,4084
14223,4085,4089
14223,4090,4085
14223,4086,4084
14223,4087,4085
14224,4088,4085
14224,4091,4091
14224,4085,4083
14224,4085,4080
14224,4084,4084
14224,4085,4085
14225,4083,4079
14225,4085,4087
14225,4084,4087
14225,4080,4088
14225,4087,4079
14226,4085,4083
14226,4084,4094
14226,4085,4087
14226,4089,4083
14226,4085,4091
14226,4086,4085
14227,4087,4090
14227,4085,4083
14227,4092,4087
14227,4083,4088
14227,4087,4087
14227,4088,4087
14228,4087,4088
14228,4089,4091
14228,4090,4092
14228,4088,4089
14228,4087,4091
14229,4077,4091
14229,4085,4081
14229,4087,4086
14229,4094,4090
14229,4084,4089
14229,4086,4079
14230,4090,4088
14230,4085,4092
14230,4084,4084
14230,4078,4080
14230,4089,4086
14231,4085,4089
14231,4092,4086
14231,4085,4085
14231,4089,4084
14231,4082,4089
14231,4081,4087
14232,4080,4087
14232,4089,4089
14232,4081,4086
14232,4080,4090
14232,4081,4085
14233,4084,4091
14233,4086,4087
14233,4088,4084
14233,4086,4084
14233,4085,4086
14233,4086,4089
14234,4089,4087
14234,4085,4086
14234,4087,4083
14234,4082,4085
14234,4085,4088
14235,4095,4087
14235,4089,4085
14235,4086,4081
14235,4082,4083
14235,4084,4085
14235,4089,4093
14236,4084,4086
14236,4089,4085
14236,4086,4085
14236,4091,4089
14236,4079,4081
14237,4087,4084
14237,4090,4093
14237,4087,4089
14237,4089,4085
14237,4091,4087
14237,4089,4084
14238,4080,4080
14238,4089,4079
14238,4085,4090
14238,4086,4087
14238,4084,4087
14239,4085,4079
14239,4087,4085
14239,4083,4084
14239,4085,4085
14239,4088,4085
14239,4086,4087
14240,4089,4085
14240,4086,4083
14240,4080,4084
14240,4094,4081
14240,4080,4087
14241,4081,4087
14241,4086,4089
14241,4079,4086
14241,4085,4090
14241,4090,4088
14241,4087,4085
14242,4088,4091
14242,4083,4084
14242,4085,4091
14242,4089,4084
14242,4086,4087
14242,4083,4087
14243,4088,4085
14243,4086,4085
14243,4085,4085
14243,4082,4088
14243,4084,4087
14244,4082,4084
14244,4083,4082
14244,4086,4089
14244,4089,4087
14244,4086,4085
14244,4083,4084
14245,4085,4092
14245,4088,4089
14245,4085,4086
14245,4089,4087
14245,4084,4087
14246,4083,4084
14246,4083,4084
14246,4085,4094
14246,4087,4084
14246,4087,4088
14246,4085,4084
14247,4087,4083
14247,4085,4084
14247,4085,4089
14247,4089,4086
14247,4088,4079
14248,4087,4080
14248,4093,4093
14248,4082,4083
14248,4085,4078
14248,4087,4089
14248,4083,4087
14249,4084,4080
14249,4088,4085
14249,4087,4090
14249,4083,4084
14249,4087,4086
14250,4089,4086
14250,4085,4085
14250,4085,4086
14250,4087,4090
14250,4076,4089
14250,4087,4078
14251,4087,4087
14251,4081,4081
14251,4088,4091
14251,4082,4090
14251,4087,4087
14252,4081,4080
14252,4085,4087
14252,4075,4079
14252,4088,4087
14252,4088,4086
14252,4087,4087
14253,4084,4088
14253,4088,4088
14253,4088,4085
14253,4086,4088
14253,4086,4087
14254,4086,4089
14254,4084,4089
14254,4088,4086
14254,4090,4084
14254,4087,4083
14254,4087,4077
14255,4083,4083
14255,4086,4085
14255,4094,4089
14255,4091,4080
14255,4084,4084
14256,4089,4087
14256,4082,4087
14256,4084,4079
14256,4086,4082
14256,4086,4091
14256,4086,4089
14257,4087,4084
14257,4092,4084
14257,4088,4089
14257,4085,4086
14257,4079,4085
14258,4084,4087
14258,4081,4081
14258,4085,4090
14258,4083,4092
14258,4083,4091
14258,4088,4089
14259,4089,4086
14259,4086,4095
14259,4090,4086
14259,4085,4087
14259,4083,4083
14260,4089,4084
14260,4083,4084
14260,4085,4087
14260,4087,4087
14260,4086,4086
14260,4084,4087
14261,4090,4087
14261,4086,4087
14261,4084,4088
14261,4086,4083
14261,4085,4084
14261,4079,4085
14262,4080,4084
14262,4082,4087
14262,4085,4089
14262,4083,4080
14262,4079,4089
14263,4089,4090
14263,4075,4087
14263,4085,4089
14263,4086,4088
14263,4087,4087
14264,4088,4089
14264,4090,4088
14264,4088,4081
14264,4087,4083
14264,4086,4083
14264,4079,4080
14265,4086,4087
14265,4080,4088
14265,4084,4079
14265,4081,4088
14265,4083,4090
14265,4082,4088
14266,4087,4089
14266,4087,4083
14266,4084,4087
14266,4087,4088
14266,4089,4088
14267,4085,4085
14267,4090,4085
14267,4078,4090
14267,4085,4090
14267,4091,4084
14267,4090,4087
14268,4080,4088
14268,4087,4084
14268,4085,4081
14268,4080,4080
14268,4086,4089
14269,4085,4087
14269,4082,4079
14269,4082,4083
14269,4090,4092
14269,4090,4087
14269,4090,4086
14270,4082,4083
14270,4084,4086
14270,4085,4084
14270,4079,4089
14270,4078,4092
14271,4079,4085
14271,4090,4089
14271,4089,4088
14271,4090,4086
14271,4091,4079
14271,4085,4088
14272,4086,4089
14272,4088,4087
14272,4091,4085
14272,4091,4089
14272,4087,4088
14273,4085,4085
14273,4088,4085
14273,4092,4088
14273,4087,4085
14273,4083,4087
14273,4087,4085
14274,4090,4088
14274,4085,4081
14274,4085,4088
14274,4086,4087
14274,4089,4083
14275,4087,4077
14275,4088,4087
14275,4085,4081
14275,4088,4084
14275,4083,4085
14275,4085,4088
14276,4082,4087
14276,4087,4086
14276,4086,4085
14276,4089,4081
14276,4085,4083
14277,4084,4088
14277,4085,4081
14277,4088,4087
14277,4082,4093
14277,4088,4086
14277,4087,4086
14278,4091,4086
14278,4090,4084
14278,4083,4087
14278,4088,4085
14278,4085,4080
14279,4083,4082
14279,4085,4084
14279,4087,4091
14279,4087,4087
14279,4085,4087
14279,4090,4089
14280,4087,4087
14280,4083,4091
14280,4083,4086
14280,4087,4079
14280,4087,4083
14281,4085,4081
14281,4081,4087
14281,4083,4084
14281,4086,4085
14281,4082,4088
14281,4085,4080
14282,4088,4086
14282,4085,4089
14282,4084,4084
14282,4085,4081
14282,4087,4079
14283,4085,4088
14283,4085,4085
14283,4089,4086
14283,4087,4084
14283,4088,4085
14283,4087,4083
14284,4086,4086
14284,4084,4084
14284,4089,4083
14284,4083,4093
14284,4085,4077
14285,4085,4089
14285,4089,4085
14285,4086,4081
14285,4087,4085
14285,4085,4089
14285,4091,4083
14286,4085,4084
14286,4087,4087
14286,4088,4084
14286,4087,4083
14286,4087,4092
14286,4090,4086
14287,4084,4083
14287,4085,4087
14287,4081,4087
14287,4085,4085
14287,4088,4091
14288,4082,4085
14288,4084,4085
14288,4085,4088
14288,4091,4089
14288,4085,4084
14288,4084,4084
14289,4086,4086
14289,4086,4089
14289,4087,4093
14289,4084,4085
14289,4087,4081
14290,4087,4081
14290,4088,4085
14290,4086,4092
14290,4089,4082
14290,4089,4089
14290,4089,4085
14291,4079,4077
14291,4084,4087
14291,4087,4083
14291,4086,4088
14291,4089,4087
14292,4087,4085
14292,4082,4092
14292,4093,4089
14292,4086,4085
14292,4085,4082
14292,4084,4082
14293,4087,4087
14293,4087,4089
14293,4085,4085
14293,4087,4085
14293,4087,4085
14294,4084,4083
14294,4084,4083
14294,4089,4086
14294,4087,4084
14294,4087,4085
14294,4081,4088
14295,4088,4086
14295,4083,4084
14295,4087,4087
14295,4083,4086
14295,4087,4087
14296,4089,4091
14296,4092,4081
14296,4087,4091
14296,4085,4092
14296,4085,4080
14296,4090,4089
14297,4081,4086
14297,4088,4085
14297,4085,4085
14297,4091,4089
14297,4089,4087
14298,4084,4088
14298,4083,4084
14298,4086,4087
14298,4087,4086
14298,4084,4087
14298,4087,4083
14299,4089,4084
14299,4085,4083
14299,4086,4083
14299,4088,4088
14299,4088,4082
14300,4077,4086
14300,4084,4084
14300,4084,4086
14300,4085,4084
14300,4082,4081
14300,4085,4089
14301,4088,4089
14301,4083,4087
14301,4083,4086
14301,4086,4085
14301,4079,4086
14302,4083,4085
14302,4089,4084
14302,4086,4088
14302,4079,4093
14302,4084,4085
14302,4089,4089
14303,4089,4085
14303,4082,4088
14303,4089,4089
14303,4085,4085
14303,4089,4081
14304,4087,4092
14304,4087,4077
14304,4088,4088
14304,4087,4087
14304,4091,4085
14304,4095,4090
14305,4089,4086
14305,4078,4086
14305,4086,4092
14305,4088,4087
14305,4084,4085
14305,4084,4085
14306,4086,4088
14306,4085,4083
14306,4086,4085
14306,4085,4082
14306,4091,4088
14307,4086,4089
14307,4089,4084
14307,4092,4087
14307,4087,4090
14307,4086,4084
14307,4085,4091
14308,4085,4088
14308,4085,4085
14308,4083,4085
14308,4082,4086
14308,4088,4084
14309,4088,4086
14309,4084,4093
14309,4089,4085
14309,4087,4083
14309,4092,4086
14309,4084,4085
14310,4083,4091
14310,4087,4087
14310,4085,4083
14310,4083,4081
14310,4085,4081
14311,4089,4089
14311,4092,4088
14311,4082,4079
14311,4089,4084
14311,4085,4091
14311,4090,4090
14312,4087,4083
14312,4084,4084
14312,4087,4087
14312,4076,4084
14312,4089,4081
14313,4088,4084
14313,4086,4079
14313,4084,4083
14313,4086,4084
14313,4085,4082
14313,4086,4087
14314,4086,4085
14314,4084,4088
14314,4083,4090
14314,4083,4089
14314,4084,4079
14315,4087,4086
14315,4081,4085
14315,4091,4085
14315,4087,4084
14315,4085,4083
14315,4087,4087
14316,4083,4088
14316,4087,4079
14316,4085,4087
14316,4090,4087
14316,4083,4085
14317,4081,4087
14317,4087,4089
14317,4089,4085
14317,4087,4079
14317,4083,4087
14317,4087,4087
14318,4085,4090
14318,4075,4082
14318,4084,4083
14318,4085,4086
14318,4087,4085
14319,4086,4084
14319,4087,4094
14319,4085,4084
14319,4085,4087
14319,4082,4087
14319,4085,4093
14320,4091,4089
14320,4085,4087
14320,4084,4086
14320,4086,4082
14320,4081,4081
14321,4082,4085
14321,4088,4087
14321,4087,4082
14321,4087,4089
14321,4089,4087
14321,4090,4083
14322,4084,4079
14322,4091,4090
14322,4090,4078
14322,4089,4086
14322,4091,4085
14323,4083,4095
14323,4081,4079
14323,4087,4087
14323,4084,4085
14323,4085,4090
14323,4087,4088
14324,4084,4093
14324,4083,4088
14324,4088,4084
14324,4085,4087
14324,4087,4088
14325,4082,4085
14325,4086,4087
14325,4092,4081
14325,4088,4084
14325,4089,4085
14325,4085,4084
14326,4089,4088
14326,4080,4089
14326,4084,4081
14326,4088,4083
14326,4082,4088
14327,4084,4086
14327,4089,4089
14327,4085,4082
14327,4087,4083
14327,4083,4085
14327,4084,4091
14328,4085,4089
14328,4088,4085
14328,4084,4087
14328,4092,4087
14328,4079,4089
14328,4085,4087
14329,4085,4082
14329,4075,4079
14329,4085,4087
14329,4093,4087
14329,4091,4089
14330,4086,4086
14330,4088,4082
14330,4087,4080
14330,4086,4088
14330,4087,4086
14330,4085,4083
14331,4087,4087
14331,4083,4091
14331,4085,4084
14331,4083,4089
14331,4085,4083
14332,4086,4081
14332,4079,4078
14332,4087,4083
14332,4087,4085
14332,4088,4085
14332,4084,4085
14333,4089,4085
14333,4081,4086
14333,4089,4085
14333,4082,4091
14333,4087,4085
14334,4087,4087
14334,4084,4086
14334,4095,4084
14334,4085,4081
14334,4088,4085
14334,4086,4091
14335,4086,4087
14335,4081,4086
14335,4087,4084
14335,4086,4087
14335,4087,4082
14336,4092,4082
14336,4087,4085
14336,4080,4086
14336,4092,4083
14336,4080,4086
14336,4082,4086
14337,4080,4084
14337,4085,4082
14337,4085,4085
14337,4092,4090
14337,4085,4087
14338,4087,4093
14338,4087,4081
14338,4086,4083
14338,4082,4084
14338,4089,4079
14338,4084,4082
14339,4086,4084
14339,4092,4085
14339,4082,4086
14339,4086,4087
14339,4085,4083
14340,4082,4085
14340,4084,4087
14340,4086,4087
14340,4086,4079
14340,4085,4091
14340,4087,4085
14341,4086,4082
14341,4082,4083
14341,4082,4084
14341,4088,4087
14341,4083,4089
14342,4085,4085
14342,4081,4085
14342,4089,4084
14342,4091,4090
14342,4083,4085
14342,4089,4085
14343,4085,4085
14343,4087,4079
14343,4092,4091
14343,4085,4081
14343,4087,4079
14344,4088,4084
14344,4087,4086
14344,4088,4085
14344,4085,4088
14344,4083,4088
14344,4084,4089
14345,4085,4084
14345,4088,4083
14345,4089,4087
14345,4093,4081
14345,4084,4083
14346,4087,4085
14346,4087,4089
14346,4087,4084
14346,4085,4085
14346,4089,4089
14346,4086,4086
14347,4085,4093
14347,4081,4089
14347,4085,4086
14347,4086,4090
14347,4089,4094
14348,4082,4088
14348,4086,4081
14348,4089,4088
14348,4086,4093
14348,4087,4087
14348,4083,4090
14349,4091,4084
14349,4089,4089
14349,4094,4083
14349,4088,4084
14349,4079,4084
14350,4085,4087
14350,4089,4089
14350,4081,4085
14350,4087,4086
14350,4084,4085
14350,4085,4089
14351,4086,4085
14351,4089,4089
14351,4084,4085
14351,4083,4084
14351,4089,4084
14352,4092,4091
14352,4086,4084
14352,4091,4089
14352,4089,4089
14352,4080,4088
14352,4083,4085
14353,4085,4087
14353,4084,4087
14353,4090,4082
14353,4079,4089
14353,4087,4087
14353,4086,4087
14354,4086,4091
14354,4090,4085
14354,4086,4088
14354,4083,4091
14354,4087,4079
14355,4088,4087
14355,4088,4088
14355,4087,4084
14355,4085,4073
14355,4081,4087
14355,4085,4080
14356,4085,4085
14356,4088,4085
14356,4085,4079
14356,4088,4079
14356,4087,4085
14357,4087,4089
14357,4087,4085
14357,4089,4084
14357,4079,4082
14357,4085,4088
14357,4088,4088
14358,4092,4087
14358,4089,4086
14358,4090,4082
14358,4088,4085
14358,4086,4087
14359,4078,4082
14359,4086,4083
14359,4081,4087
14359,4085,4085
14359,4087,4086
14359,4085,4082
14360,4082,4092
14360,4088,4090
14360,4085,4090
14360,4085,4084
14360,4086,4084
14361,4090,4086
14361,4087,4087
14361,4082,4087
14361,4089,4085
14361,4086,4090
14361,4090,4083
14362,4084,4082
14362,4091,4088
14362,4084,4089
14362,4086,4087
14362,4089,4084
14363,4092,4087
14363,4087,4079
14363,4085,4086
14363,4083,4088
14363,4083,4087
14363,4085,4085
14364,4085,4085
14364,4090,4082
14364,4087,4084
14364,4090,4084
14364,4090,4085
14365,4089,4089
14365,4077,4091
14365,4084,4090
14365,4083,4083
14365,4093,4083
14365,4087,4092
14366,4083,4089
14366,4083,4084
14366,4085,4085
14366,4089,4087
14366,4075,4084
14367,4086,4085
14367,4090,4081
14367,4085,4086
14367,4087,4089
14367,4089,4091
14367,4086,4089
14368,4086,4092
14368,4081,4083
14368,4082,4088
14368,4081,4086
14368,4089,4083
14369,4092,4086
14369,4076,4081
14369,4089,4091
14369,4087,4085
14369,4087,4080
14369,4085,4089
14370,4089,4085
14370,4084,4083
14370,4085,4088
14370,4080,4087
14370,4086,4082
14371,4086,4092
14371,4087,4085
14371,4085,4087
14371,4088,4082
14371,4084,4087
14371,4090,4084
14372,4089,4085
14372,4085,4089
14372,4089,4093
14372,4087,4088
14372,4087,4083
14373,4088,4089
14373,4086,4089
14373,4086,4082
14373,4087,4084
14373,4086,4084
14373,4090,4085
14374,4088,4090
14374,4083,4093
14374,4084,4079
14374,4083,4088
14374,4088,4085
14375,4083,4087
14375,4093,4085
14375,4087,4087
14375,4091,4087
14375,4088,4085
14375,4086,4091
14376,4084,4084
14376,4088,4084
14376,4087,4090
14376,4090,4087
14376,4085,4091
14376,4090,4085
14377,4091,4090
14377,4087,4088
14377,4088,4084
14377,4084,4086
14377,4082,4092
14378,4091,4088
14378,4083,4085
14378,4089,4084
14378,4085,4082
14378,4082,4085
14378,4082,4087
14379,4080,4085
14379,4085,4084
14379,4085,4086
14379,4092,4087
14379,4089,4087
14380,4089,4085
14380,4087,4085
14380,4091,4079
14380,4086,4094
14380,4086,4085
14380,4087,4087
14381,4085,4082
14381,4086,4087
14381,4081,4087
14381,4085,4085
14381,4087,4085
14382,4083,4084
14382,4087,4088
14382,4086,4090
14382,4085,4086
14382,4085,4085
14382,4087,4082
14383,4085,4086
14383,4091,4085
14383,4081,4087
14383,4085,4089
14383,4087,4083
14384,4089,4089
14384,4085,4091
14384,4085,4087
14384,4085,4087
14384,4085,4091
14384,4084,4086
14385,4084,4088
14385,4081,4083
14385,4085,4093
14385,4092,4087
14385,4087,4088
14386,4095,4088
14386,4091,4087
14386,4088,4088
14386,4085,4091
14386,4085,4085
14386,4085,4084
14387,4085,4085
14387,4087,4083
14387,4084,4087
14387,4085,4085
14387,4085,4085
14388,4084,4085
14388,4086,4083
14388,4087,4083
14388,4087,4082
14388,4087,4085
14388,4086,4082
14389,4082,4085
14389,4091,4087
14389,4086,4089
14389,4085,4086
14389,4086,4087
14390,4093,4085
14390,4085,4082
14390,4085,4086
14390,4087,4086
14390,4082,4085
14390,4085,4094
14391,4081,4088
14391,4084,4078
14391,4079,4083
14391,4083,4081
14391,4087,4090
14392,4089,4088
14392,4087,4085
14392,4086,4082
14392,4091,4087
14392,4090,4087
14392,4081,4085
14393,4092,4089
14393,4087,4085
14393,4084,4084
14393,4084,4080
14393,4085,4083
14394,4085,4084
14394,4091,4088
14394,4089,4085
14394,4090,4092
14394,4085,4085
14394,4083,4084
14395,4090,4087
14395,4084,4084
14395,4085,4081
14395,4090,4092
14395,4092,4080
14396,4077,4086
14396,4086,4087
14396,4089,4084
14396,4086,4084
14396,4087,4084
14396,4085,4085
14397,4088,4092
14397,4092,4085
14397,4083,4092
14397,4088,4088
14397,4087,4089
14398,4085,4087
14398,4086,4084
14398,4092,4094
14398,4087,4089
14398,4081,4085
14398,4088,4083
14399,4089,4084
14399,4086,4087
14399,4083,4087
14399,4082,4086
14399,4080,4087
14400,4085,4086
14400,4091,4087
14400,4086,4083
14400,4080,4084
14400,4087,4087
14400,4084,4093
14401,4084,4084
14401,4088,4089
14401,4085,4089
14401,4091,4086
14401,4081,4080
14402,4087,4082
14402,4091,4088
14402,4091,4089
14402,4090,4090
14402,4084,4085
14402,4090,4080
14403,4091,4087
14403,4081,4087
14403,4089,4081
14403,4079,4084
14403,4087,4088
14403,4086,4091
14404,4078,4089
14404,4084,4085
14404,4084,4084
14404,4092,4085
14404,4089,4087
14405,4089,4093
14405,4087,4088
14405,4085,4084
14405,4085,4091
14405,4087,4089
14405,4080,4087
14406,4085,4087
14406,4091,4088
14406,4090,4087
14406,4088,4089
14406,4087,4086
14407,4085,4087
14407,4087,4088
14407,4089,4085
14407,4088,4086
14407,4087,4088
14407,4087,4087
14408,4087,4085
14408,4089,4083
14408,4087,4087
14408,4087,4085
14408,4086,4090
14409,4087,4085
14409,4085,4087
14409,4088,4084
14409,4086,4082
14409,4081,4082
14409,4086,4082
14410,4082,4089
14410,4087,4084
14410,4088,4085
14410,4084,4083
14410,4088,4085
14411,4091,4089
14411,4085,4087
14411,4086,4092
14411,4089,4089
14411,4084,4081
14411,4082,4088
14412,4086,4087
14412,4085,4078
14412,4085,4084
14412,4086,4089
14412,4084,4091
14413,4088,4089
14413,4086,4088
14413,4081,4090
14413,4082,4082
14413,4082,4087
14413,4083,4088
14414,4089,4086
14414,4085,4084
14414,4087,4079
14414,4084,4074
14414,4085,4084
14415,4083,4085
14415,4087,4085
14415,4079,4083
14415,4089,4091
14415,4079,4083
14415,4084,4087
14416,4081,4093
14416,4088,4087
14416,4085,4082
14416,4084,4085
14416,4090,4082
14417,4087,4079
14417,4084,4090
14417,4088,4090
14417,4085,4083
14417,4089,4084
14417,4088,4086
14418,4085,4087
14418,4079,4079
14418,4087,4087
14418,4088,4089
14418,4085,4087
14419,4084,4079
14419,4090,4088
14419,4084,4091
14419,4085,4091
14419,4082,4088
14419,4084,4084
14420,4079,4082
14420,4087,4091
14420,4090,4089
14420,4083,4085
14420,4090,4091
14420,4085,4092
14421,4082,4089
14421,4090,4084
14421,4089,4085
14421,4089,4088
14421,4079,4091
14422,4083,4087
14422,4084,4086
14422,4087,4086
14422,4087,4087
14422,4089,4087
14422,4088,4090
14423,4082,4091
14423,4089,4079
14423,4086,4086
14423,4087,4087
14423,4087,4083
14424,4085,4087
14424,4086,4084
14424,4084,4090
14424,4088,4087
14424,4084,4086
14424,4079,4082
14425,4085,4085
14425,4071,4088
14425,4088,4087
14425,4086,4082
14425,4091,4084
14426,4085,4089
14426,4087,4089
14426,4092,4087
14426,4081,4095
14426,4085,4089
14426,4087,4093
14427,4086,4090
14427,4087,4087
14427,4082,4085
14427,4088,4086
14427,4089,4085
14428,4087,4089
14428,4084,4081
14428,4092,4088
14428,4089,4082
14428,4087,4085
14428,4091,4088
14429,4085,4085
14429,4079,4091
14429,4083,4087
14429,4088,4084
14429,4083,4082
14430,4088,4091
14430,4079,4085
14430,4090,4084
14430,4087,4079
14430,4085,4086
14430,4090,4083
14431,4084,4087
14431,4095,4079
14431,4085,4084
14431,4083,4086
14431,4086,4084
14432,4087,4084
14432,4088,4086
14432,4086,4084
14432,4087,4083
14432,4084,4079
14432,4086,4087
14433,4079,4088
14433,4086,4085
14433,4084,4086
14433,4087,4095
14433,4088,4082
14434,4082,4085
14434,4084,4084
14434,4085,4085
14434,4089,4091
14434,4086,4083
14434,4085,4087
14435,4088,4084
14435,4085,4087
14435,4089,4088
14435,4081,4081
14435,4091,4082
14436,4086,4084
14436,4085,4089
14436,4086,4085
14436,4089,4091
14436,4085,4088
14436,4084,4087
14437,4084,4079
14437,4085,4085
14437,4087,4083
14437,4088,4084
14437,4087,4085
14438,4087,4083
14438,4085,4086
14438,4088,4089
14438,4085,4086
14438,4083,4088
14438,4085,4084
14439,4084,4089
14439,4086,4093
14439,4088,4088
14439,4084,4083
14439,4084,4084
14440,4087,4083
14440,4068,4090
14440,4086,4091
14440,4084,4086
14440,4081,4078
14440,4087,4086
14441,4084,4085
14441,4084,4079
14441,4087,4085
14441,4089,4087
14441,4082,4081
14442,4084,4087
14442,4088,4089
14442,4087,4086
14442,4082,4089
14442,4089,4089
14442,4087,4087
14443,4087,4091
14443,4091,4088
14443,4084,4087
14443,4088,4080
14443,4089,4091
14444,4086,4086
14444,4087,4083
14444,4084,4083
14444,4085,4089
14444,4084,4084
14444,4085,4083
14445,4088,4088
14445,4085,4089
14445,4088,4083
14445,4090,4088
14445,4085,4083
14445,4088,4084
14446,4075,4079
14446,4090,4091
14446,4089,4086
14446,4093,4089
14446,4085,4091
14447,4085,4085
14447,4089,4085
14447,4082,4089
14447,4082,4083
14447,4084,4088
14447,4086,4086
14448,4080,4084
14448,4089,4086
14448,4087,4086
14448,4089,4092
14448,4087,4086
14449,4088,4084
14449,4093,4088
14449,4088,4085
14449,4085,4084
14449,4088,4089
14449,4092,4087
14450,4085,4087
14450,4086,4094
14450,4087,4086
14450,4087,4084
14450,4087,4086
14451,4084,4086
14451,4089,4087
14451,4084,4091
14451,4084,4085
14451,4090,4091
14451,4084,4080
14452,4086,4088
14452,4086,4085
14452,4085,4081
14452,4087,4087
14452,4087,4089
14453,4086,4078
14453,4084,4086
14453,4081,4087
14453,4086,4082
14453,4094,4091
14453,4086,4091
14454,4087,4082
14454,4085,4086
14454,4087,4085
14454,4085,4087
14454,4083,4081
14455,4089,4079
14455,4088,4082
14455,4085,4084
14455,4084,4090
14455,4085,4080
14455,4089,4093
14456,4085,4083
14456,4085,4078
14456,4090,4091
14456,4089,4084
14456,4087,4090
14457,4084,4081
14457,4083,4083
14457,4086,4090
14457,4092,4085
14457,4085,4083
14457,4088,4081
14458,4082,4084
14458,4087,4087
14458,4081,4089
14458,4089,4084
14458,4084,4086
14459,4086,4085
14459,4090,4088
14459,4080,4085
14459,4090,4091
14459,4088,4084
14459,4089,4084
14460,4088,4089
14460,4083,4088
14460,4084,4079
14460,4085,4082
14460,4090,4081
14461,4089,4089
14461,4084,4087
14461,4087,4084
14461,4085,4079
14461,4083,4081
14461,4087,4087
14462,4091,4085
14462,4093,4083
14462,4086,4088
14462,4088,4089
14462,4084,4087
14463,4086,4087
14463,4082,4085
14463,4087,4090
14463,4090,4092
14463,4082,4084
14463,4087,4089
14464,4079,4081
14464,4084,4088
14464,4086,4087
14464,4080,4082
14464,4081,4089
14465,4091,4086
14465,4090,4087
14465,4086,4085
14465,4082,4086
14465,4086,4084
14465,4083,4089
14466,4084,4085
14466,4081,4079
14466,4083,4084
14466,4087,4082
14466,4084,4089
14467,4085,4089
14467,4084,4086
14467,4086,4087
14467,4084,4087
14467,4085,4084
14467,4088,4085
14468,4079,4092
14468,4085,4085
14468,4088,4087
14468,4086,4092
14468,4084,4085
14469,4085,4085
14469,4081,4089
14469,4083,4079
14469,4085,4087
14469,4087,4084
14469,4092,4089
14470,4083,4085
14470,4089,4081
14470,4085,4084
14470,4087,4086
14470,4088,4086
14471,4085,4088
14471,4089,4085
14471,4084,4087
14471,4087,4085
14471,4087,4086
14471,4086,4084
14472,4086,4091
14472,4085,4090
14472,4084,4085
14472,4091,4085
14472,4091,4081
14473,4081,4090
14473,4088,4085
14473,4087,4086
14473,4083,4084
14473,4086,4085
14473,4084,4080
14474,4087,4083
14474,4092,4087
14474,4086,4087
14474,4091,4088
14474,4092,4087
14475,4084,4087
14475,4090,4083
14475,4087,4083
14475,4086,4085
14475,4089,4088
14475,4087,4085
14476,4085,4089
14476,4088,4083
14476,4088,4084
14476,4088,4084
14476,4085,4080
14477,4085,4085
14477,4080,4090
14477,4087,4092
14477,4084,4087
14477,4081,4084
14477,4081,4087
14478,4085,4079
14478,4086,4083
14478,4086,4088
14478,4084,4085
14478,4081,4084
14478,4085,4087
14479,4081,4087
14479,4085,4089
14479,4082,4087
14479,4087,4087
14479,4085,4077
14480,4085,4087
14480,4086,4089
14480,4085,4091
14480,4091,4081
14480,4081,4085
14480,4083,4085
14481,4087,4090
14481,4092,4084
14481,4085,4084
14481,4082,4092
14481,4087,4090
14482,4081,4088
14482,4088,4083
14482,4089,4085
14482,4084,4082
14482,4084,4083
14482,4085,4086
14483,4084,4086
14483,4090,4083
14483,4085,4087
14483,4089,4092
14483,4084,4084
14484,4088,4087
14484,4092,4093
14484,4084,4086
14484,4089,4084
14484,4086,4087
14484,4087,4079
14485,4085,4089
14485,4088,4091
14485,4085,4085
14485,4084,4087
14485,4092,4085
14486,4085,4086
14486,4088,4086
14486,4082,4081
14486,4087,4085
14486,4079,4086
14486,4084,4093
14487,4089,4083
14487,4088,4087
14487,4085,4089
14487,4086,4090
14487,4086,4085
14488,4087,4085
14488,4087,4087
14488,4087,4089
14488,4089,4081
14488,4086,4082
14488,4085,4088
14489,4083,4084
14489,4085,4092
14489,4087,4083
14489,4085,4085
14489,4088,4083
14490,4087,4087
14490,4089,4091
14490,4088,4085
14490,4091,4090
14490,4088,4082
14490,4088,4087
14491,4088,4088
14491,4085,4085
14491,4081,4086
14491,4087,4087
14491,4081,4084
14492,4083,4093
14492,4089,4086
14492,4091,4086
14492,4087,4089
14492,4083,4088
14492,4083,4087
14493,4090,4092
14493,4085,4082
14493,4086,4085
14493,4090,4081
14493,4087,4088
14494,4090,4085
14494,4081,4086
14494,4084,4084
14494,4085,4086
14494,4083,4081
14494,4088,4088
14495,4082,4083
14495,4083,4087
14495,4088,4085
14495,4088,4085
14495,4084,4087
14496,4084,4083
14496,4083,4089
14496,4084,4082
14496,4084,4087
