millis,encoderA,encoderB
32265,35,28
32265,26,28
32266,24,4085
32266,34,4083
32266,4082,4087
32266,4083,4087
32266,4080,25
32266,26,20
32267,25,27
32267,28,4087
32267,4086,4080
32267,4084,4084
32267,4083,19
32267,48,37
32268,27,27
32268,26,4084
32268,29,4085
32268,4085,4086
32268,4084,4084
32268,4082,28
32269,26,26
32269,26,26
32269,31,4084
32269,39,4084
32269,4088,4083
32269,4087,40
32269,4087,22
32270,27,26
32270,26,36
32270,24,4084
32270,4086,4084
32270,4084,4085
32270,4081,29
32271,4085,28
32271,28,29
32271,24,4089
32271,33,4086
32271,4081,4081
32271,4087,4085
32272,4079,28
32272,26,27
32272,27,29
32272,30,4079
32272,4085,4085
32272,4079,4087
32273,4083,30
32273,4082,28
32273,27,18
32273,26,39
32273,30,4084
32273,4081,4080
32274,4084,4083
32274,4081,23
32274,38,26
32274,23,30
32274,33,4084
32274,28,4084
32275,4083,4075
32275,4085,4083
32275,4088,27
32275,24,29
32275,28,22
32275,23,4086
32276,4088,4087
32276,4086,4084
32276,4082,28
32276,42,32
32276,27,25
32276,25,1542
32277,22,4080
32277,4081,4081
32277,4084,4084
32277,4079,25
32277,29,28
32277,25,28
32278,29,4081
32278,4079,4082
32278,4089,4085
32278,4080,30
32278,4087,17
32278,24,33
32279,27,35
32279,24,4081
32279,4082,4083
32279,4085,4087
32279,4087,18
32279,36,29
32280,26,34
32280,25,4083
32280,28,4090
32280,4087,4082
32280,4087,4081
32280,4083,32
32281,31,17
32281,25,32
32281,22,4079
32281,28,4084
32281,4085,4084
32281,4083,32
32282,4084,21
32282,22,31
32282,28,21
32282,31,4088
32282,4084,4082
32282,4085,4081
32283,4081,25
32283,4084,27
32283,27,21
32283,29,4085
32283,31,4085
32283,4085,4083
32283,4085,4082
32284,4071,19
32284,29,28
32284,19,26
32284,30,4089
32284,4087,4084
32284,4085,4084
32285,4083,29
32285,4083,30
32285,30,25
32285,30,33
32285,25,4081
32285,4082,4087
32286,4079,4084
32286,4083,28
32286,29,23
32286,30,23
32286,27,4083
32286,29,4083
32287,4077,4083
32287,4086,4087
32287,4084,18
32287,23,23
32287,27,24
32287,23,4080
32288,4081,4085
32288,4081,4082
32288,4081,32
32288,66,20
32288,29,21
32288,25,45
32289,22,4081
32289,4086,4087
32289,4080,4084
32289,4080,29
32289,27,26
32289,28,27
32290,27,4082
32290,30,4085
32290,4086,4085
32290,4085,4085
32290,4080,14
32290,32,23
32291,29,27
32291,33,4083
32291,4083,4083
32291,4085,4079
32291,4084,26
32291,4083,21
32292,32,28
32292,25,4084
32292,29,4081
32292,4088,4092
32292,4081,4083
32292,4081,21
32293,28,23
32293,25,28
32293,25,4080
32293,25,4080
32293,4083,4081
32293,4081,38
32294,4082,23
32294,27,26
32294,23,22
32294,30,4083
32294,4082,4083
32294,4083,4088
32295,4083,30
32295,4087,21
32295,27,31
32295,29,4084
32295,26,4084
32295,4081,4085
32296,4076,4088
32296,4079,27
32296,32,15
32296,27,28
32296,27,4089
32296,4085,4080
32296,4085,4081
32297,4079,24
32297,4086,29
32297,21,33
32297,26,27
32297,28,4082
32297,4087,4081
32298,4084,4089
32298,4079,28
32298,38,32
32298,22,24
32298,28,4089
32298,27,4083
32299,4090,4084
32299,4087,4081
32299,4078,25
32299,26,27
32299,30,21
32299,17,4080
32300,4083,4081
32300,4085,4085
32300,4085,27
32300,4085,26
32300,24,22
32300,24,36
32301,26,4086
32301,4084,4085
32301,4085,4086
32301,4080,28
32301,32,22
32301,26,27
32302,34,4079
32302,29,4083
32302,4084,4083
32302,4081,4080
32302,4084,28
32302,30,17
32303,29,30
32303,28,4075
32303,4079,4087
32303,4085,4081
32303,4085,29
32303,4084,26
32304,29,21
32304,23,47
32304,27,4087
32304,4083,4084
32304,4085,4086
32304,4084,20
32305,33,27
32305,28,32
32305,30,4082
32305,30,4085
32305,4084,4095
32305,4081,4083
32306,4082,35
32306,31,27
32306,29,23
32306,20,4082
32306,4085,4081
32306,4085,4084
32306,4084,22
32307,4080,27
32307,27,23
32307,25,27
32307,27,4083
32307,4084,4084
32307,4083,4087
32308,4081,34
32308,36,24
32308,25,29
32308,28,4081
32308,32,4085
32308,4084,4085
32309,4088,4084
32309,4079,25
32309,27,25
32309,23,27
32309,23,4081
32309,4085,4086
32310,4083,4085
32310,4079,25
32310,4085,32
32310,25,28
32310,28,4079
32310,26,4083
32311,4083,4081
32311,4086,4085
32311,4089,25
32311,30,26
32311,25,25
32311,30,4085
32312,4082,4085
32312,4085,4083
32312,4082,31
32312,4083,21
32312,22,32
32312,25,36
32313,26,4087
32313,4084,4083
32313,4083,4085
32313,4078,29
32313,39,27
32313,28,29
32314,25,4085
32314,28,4090
32314,4084,4081
32314,4084,4082
32314,4079,17
32314,25,32
32315,23,30
32315,21,4083
32315,4084,4082
32315,4084,4084
32315,4081,30
32315,4079,28
32316,20,29
32316,24,27
32316,25,4083
32316,4087,4083
32316,4084,4084
32316,4078,29
32317,32,28
32317,24,28
32317,26,4081
32317,33,4083
32317,4085,4081
32317,4079,4085
32318,4081,18
32318,29,24
32318,29,23
32318,26,4088
32318,4082,4087
32318,4087,4085
32319,4083,22
32319,4084,21
32319,32,27
32319,31,46
32319,33,4086
32319,4085,4081
32319,4083,4085
32320,4082,30
32320,29,25
32320,29,19
32320,26,4087
32320,25,4081
32320,4081,4082
32321,4085,64
32321,4084,26
32321,29,23
32321,27,30
32321,24,4085
32321,4085,4082
32322,4089,4084
32322,4084,32
32322,4084,27
32322,20,24
32322,25,82
32322,13,4089
32323,4084,4081
32323,4084,4082
32323,4082,24
32323,28,27
32323,22,32
32323,33,4089
32324,41,4087
32324,4084,4087
32324,4081,4087
32324,4080,18
32324,21,24
32324,26,28
32325,22,4087
32325,4088,4089
32325,4084,4083
32325,4082,25
32325,4086,24
32325,21,21
32326,18,4086
32326,32,4087
32326,4084,4085
32326,4083,4080
32326,4081,32
32326,23,25
32327,23,30
32327,26,4086
32327,39,4095
32327,4082,4080
32327,4083,39
32327,4077,31
32328,29,30
32328,27,18
32328,31,4085
32328,4085,4085
32328,4086,4082
32328,4088,26
32329,4082,33
32329,29,21
32329,22,4085
32329,24,4081
32329,4083,4087
32329,4085,4084
32329,4083,31
32330,31,37
32330,23,32
32330,25,4092
32330,32,4082
32330,4087,4083
32330,4080,4084
32331,4079,24
32331,23,30
32331,33,26
32331,34,4086
32331,4085,4087
32331,4086,4089
32332,4084,28
32332,4088,24
32332,29,29
32332,33,41
32332,20,4085
32332,4087,4085
32333,4088,4082
32333,4085,33
32333,26,31
32333,22,20
32333,21,4085
32333,37,4084
32334,4083,4085
32334,4080,4083
32334,4080,29
32334,18,20
32334,28,25
32334,32,4085
32335,4088,4086
32335,4089,4083
32335,4082,28
32335,37,21
32335,29,33
32335,24,4087
32336,29,4081
32336,4082,4086
32336,4085,4085
32336,4079,34
32336,32,18
32336,26,24
32337,29,4085
32337,4081,4087
32337,4085,4081
32337,4078,24
32337,4088,32
32337,30,21
32338,23,40
32338,28,4081
32338,4084,4084
32338,4082,4088
32338,4082,20
32338,27,22
32339,29,30
32339,27,4084
32339,28,4085
32339,4084,4087
32339,4084,4080
32339,4080,30
32340,26,23
32340,19,31
32340,28,4091
32340,4085,4091
32340,4085,4086
32340,4078,25
32341,4082,22
32341,24,22
32341,24,4085
32341,28,4080
32341,4088,4085
32341,4084,4085
32342,4085,28
32342,25,35
32342,33,32
32342,28,4083
32342,40,4085
32342,4084,4086
32342,4084,28
32343,4089,21
32343,23,31
32343,26,20
32343,30,4081
32343,4084,4077
32343,4086,4084
32344,4087,24
32344,4084,23
32344,26,23
32344,21,4088
32344,25,4085
32344,4085,4085
32345,4085,4079
32345,4078,30
32345,28,18
32345,28,37
32345,29,4085
32345,4084,4084
32346,4079,4081
32346,4083,26
32346,4085,27
32346,25,30
32346,22,65
32346,31,4080
32347,4089,4079
32347,4084,4079
32347,4077,28
32347,30,25
32347,26,23
32347,20,4087
32348,59,4084
32348,4083,4085
32348,4084,4083
32348,4082,22
32348,29,26
32348,25,22
32349,33,4081
32349,4087,4083
32349,4088,4087
32349,4086,31
32349,78,34
32349,28,35
32350,23,4083
32350,35,4084
32350,4087,4082
32350,4085,4085
32350,4084,39
32350,30,27
32351,23,26
32351,22,4086
32351,4082,4082
32351,4085,4079
32351,4077,32
32351,4086,20
32352,22,27
32352,28,31
32352,33,4087
32352,4083,4085
32352,4084,4083
32352,4079,26
32353,37,30
32353,21,28
32353,25,4084
32353,21,4090
32353,4085,4080
32353,4085,4082
32354,4081,17
32354,25,29
32354,27,31
32354,23,4080
32354,4085,4084
32354,4088,4087
32355,4079,22
32355,4086,33
32355,23,31
32355,30,26
32355,31,4081
32355,4088,4088
32356,4082,4083
32356,4085,26
32356,32,27
32356,23,28
32356,28,4085
32356,32,4081
32356,4087,4084
32357,4084,4085
32357,4079,18
32357,26,31
32357,29,21
32357,27,4081
32357,4086,4083
32358,4077,4084
32358,4083,27
32358,4085,25
32358,28,20
32358,25,75
32358,28,4083
32359,4084,4085
32359,4083,4086
32359,4078,34
32359,30,23
32359,29,24
32359,24,4084
32360,77,4092
32360,4087,4082
32360,4083,4087
32360,4084,34
32360,29,29
32360,29,25
32361,26,4083
32361,4084,4091
32361,4085,4087
32361,4081,27
32361,37,29
32361,31,28
32362,26,4082
32362,30,4080
32362,4085,4084
32362,4084,4085
32362,4081,35
32362,23,26
32363,30,27
32363,19,4081
32363,4085,4089
32363,4084,4087
32363,4082,29
32363,4087,23
32364,28,24
32364,26,80
32364,30,4085
32364,4084,4087
32364,4089,4087
32364,4081,21
32365,34,23
32365,28,23
32365,28,4085
32365,33,4082
32365,4083,4081
32365,4085,4078
32366,4083,28
32366,24,20
32366,26,24
32366,29,4088
32366,4080,4081
32366,4086,4079
32367,4083,23
32367,4084,31
32367,25,25
32367,33,35
32367,22,4079
32367,4078,4084
32368,4084,4087
32368,4081,29
32368,35,27
32368,22,23
32368,27,4083
32368,31,4083
32368,4084,4090
32369,4088,4083
32369,4081,24
32369,24,21
32369,28,24
32369,23,4077
32369,4091,4080
32370,4084,4085
32370,4077,27
32370,4079,26
32370,29,32
32370,34,1762
32370,35,4087
32371,4083,4085
32371,4089,4087
32371,4090,22
32371,27,26
32371,33,25
32371,25,4086
32372,4087,4086
32372,4079,4084
32372,4085,27
32372,4084,33
32372,29,26
32372,24,28
32373,28,4085
32373,4087,4085
32373,4088,4085
32373,4084,28
32373,45,25
32373,27,27
32374,28,4077
32374,28,4085
32374,4086,4084
32374,4076,4087
32374,4083,25
32374,33,31
32375,27,30
32375,24,4083
32375,4076,4087
32375,4082,4085
32375,4085,33
32375,4081,22
32376,31,22
32376,13,35
32376,32,4084
32376,4083,4087
32376,4085,4085
32376,4082,23
32377,27,25
32377,28,24
32377,31,4081
32377,26,4086
32377,4084,4087
32377,4083,4084
32378,4084,21
32378,22,31
32378,23,23
32378,31,4084
32378,4089,4089
32378,4082,4082
32379,4084,28
32379,4090,23
32379,27,33
32379,23,29
32379,28,4077
32379,4085,4086
32380,4081,4085
32380,4081,25
32380,32,27
32380,30,24
32380,16,4087
32380,30,4085
32381,4087,4084
32381,4083,4085
32381,4081,25
32381,25,24
32381,21,24
32381,22,4086
32382,4083,4084
32382,4085,4084
32382,4083,24
32382,61,28
32382,27,23
32382,21,4084
32382,26,4086
32383,4088,4085
32383,4085,4079
32383,4081,31
32383,29,26
32383,21,25
32383,32,4085
32384,4084,4086
32384,4080,4084
32384,4082,35
32384,4084,21
32384,32,31
32384,32,37
32385,27,4085
32385,4081,4078
32385,4082,4083
32385,4082,29
32385,35,22
32385,24,21
32386,31,4083
32386,29,4081
32386,4085,4081
32386,4086,4084
32386,4083,24
32386,28,23
32387,32,32
32387,26,4084
32387,246,4083
32387,4078,4082
32387,4081,28
32387,4084,23
32388,23,28
32388,23,29
32388,41,4082
32388,4085,4085
32388,4091,4084
32388,4085,32
32389,39,23
32389,27,25
32389,24,4084
32389,28,4090
32389,4084,4081
32389,4087,4084
32390,4079,16
32390,27,31
32390,28,27
32390,26,4079
32390,85,4085
32390,4079,4084
32391,4078,30
32391,4088,24
32391,33,25
32391,15,23
32391,36,4091
32391,4083,4085
32392,4085,4085
32392,4085,27
32392,4085,25
32392,26,23
32392,21,4085
32392,32,4087
32393,4081,4083
32393,4083,4085
32393,4079,29
32393,26,25
32393,28,22
32393,28,4078
32393,4086,4085
32394,4083,4083
32394,4079,36
32394,4087,19
32394,27,18
32394,27,38
32394,36,4087
32395,4087,4084
32395,4081,4086
32395,4079,26
32395,25,29
32395,32,29
32395,32,4082
32396,39,4086
32396,4084,4087
32396,4087,4084
32396,4084,30
32396,18,29
32396,28,29
32397,19,4086
32397,4091,4083
32397,4084,4083
32397,4088,24
32397,4081,27
32397,28,23
32398,24,62
32398,32,4086
32398,4086,4088
32398,4087,4084
32398,4078,32
32398,30,31
32399,23,28
32399,21,4087
32399,29,4088
32399,4083,4085
32399,4088,4088
32399,4084,29
32400,27,24
32400,26,27
32400,32,4089
32400,4088,4087
32400,4086,4082
32400,4085,27
32401,4081,34
32401,24,30
32401,27,4084
32401,33,4084
32401,4084,4083
32401,4085,4079
32402,4081,22
32402,27,24
32402,32,22
32402,27,4089
32402,32,4085
32402,4085,4087
32403,4082,21
32403,4084,30
32403,27,23
32403,33,25
32403,28,4085
32403,4085,4085
32404,4085,4083
32404,4081,30
32404,4086,24
32404,26,26
32404,22,4084
32404,27,4086
32405,4079,4079
32405,4088,4083
32405,4078,21
32405,29,32
32405,29,30
32405,28,4089
32405,4088,4083
32406,4086,4083
32406,4083,25
32406,4082,23
32406,23,27
32406,24,79
32406,25,4092
32407,4084,4069
32407,4089,4087
32407,4088,28
32407,29,27
32407,26,19
32407,31,4086
32408,79,4093
32408,4083,4086
32408,4084,4085
32408,4079,25
32408,24,31
32408,25,29
32409,24,4083
32409,4087,4088
32409,4088,4083
32409,4081,29
32409,4079,26
32409,26,28
32410,26,4085
32410,31,4082
32410,4084,4085
32410,4083,4087
32410,4083,21
32410,30,21
32411,31,30
32411,30,4088
32411,56,4087
32411,4088,4085
32411,4082,26
32411,4084,16
32412,28,29
32412,24,33
32412,29,4086
32412,4079,4082
32412,4086,4087
32412,4081,29
32413,4084,36
32413,27,28
32413,26,4087
32413,30,4084
32413,4089,4084
32413,4083,4083
32414,4075,25
32414,31,29
32414,29,34
32414,20,4081
32414,52,4087
32414,4086,4084
32415,4083,22
32415,4084,29
32415,24,28
32415,26,23
32415,26,4087
32415,4085,4083
32416,4084,4085
32416,4080,27
32416,4084,23
32416,33,20
32416,28,4084
32416,31,4086
32417,4086,4088
32417,4080,4087
32417,4084,24
32417,27,22
32417,25,24
32417,32,4077
32418,4086,4082
32418,4089,4079
32418,4084,20
32418,4084,32
32418,22,20
32418,24,28
32418,32,4085
32419,4081,4084
32419,4083,4085
32419,4075,12
32419,32,33
32419,23,21
32419,31,4085
32420,54,4095
32420,4085,4085
32420,4081,4081
32420,4080,37
32420,28,27
32420,27,35
32421,35,4083
32421,4082,4083
32421,4082,4084
32421,4082,23
32421,4084,28
32421,27,25
32422,22,4085
32422,28,4079
32422,4079,4087
32422,4085,4084
32422,4082,25
32422,23,26
32423,22,30
32423,30,4086
32423,34,4079
32423,4084,4084
32423,4082,34
32423,4081,23
32424,28,22
32424,26,22
32424,27,4085
32424,4082,4087
32424,4086,4082
32424,4081,30
32425,4079,31
32425,30,26
32425,31,4087
32425,25,4078
32425,4082,4085
32425,4084,4087
32426,4080,28
32426,24,29
32426,29,27
32426,23,4086
32426,59,4088
32426,4081,4085
32427,4084,42
32427,4079,23
32427,29,22
32427,27,20
32427,34,4082
32427,4086,4085
32428,4082,4085
32428,4084,27
32428,73,26
32428,29,27
32428,25,4084
32428,24,4082
32429,4087,4085
32429,4087,4081
32429,4076,25
32429,34,20
32429,30,34
32429,28,4088
32430,4091,4083
32430,4085,4088
32430,4083,26
32430,4087,14
32430,27,25
32430,32,27
32430,33,4085
32431,4087,4085
32431,4084,4083
32431,4081,25
32431,27,19
32431,29,24
32431,28,4085
32432,39,4084
32432,4083,4083
32432,4084,4085
32432,4079,20
32432,24,20
32432,31,28
32433,33,4092
32433,4079,4081
32433,4087,4085
32433,4079,31
32433,4083,28
32433,30,25
32434,19,4079
32434,21,4082
32434,4084,4087
32434,4088,4085
32434,4084,27
32434,32,27
32435,30,22
32435,23,4075
32435,32,4085
32435,4085,4084
32435,4077,33
32435,4080,24
32436,31,19
32436,25,23
32436,27,4082
32436,4085,4085
32436,4086,4085
32436,4084,21
32437,4087,28
32437,29,25
32437,33,4086
32437,33,4086
32437,4085,4083
32437,4088,4087
32438,4075,21
32438,30,28
32438,18,25
32438,29,4087
32438,33,4087
32438,4084,4079
32439,4087,40
32439,4082,22
32439,28,31
32439,27,29
32439,23,4082
32439,4089,4087
32440,4085,4081
32440,4079,26
32440,4084,30
32440,22,18
32440,26,4081
32440,26,4083
32441,4086,4083
32441,4086,4087
32441,4080,25
32441,32,29
32441,25,27
32441,22,4085
32442,4082,4082
32442,4084,4086
32442,4082,36
32442,4080,21
32442,28,28
32442,23,24
32443,32,4083
32443,4084,4085
32443,4088,4088
32443,4083,28
32443,29,31
32443,29,26
32444,21,4082
32444,27,4085
32444,4083,4091
32444,4086,4082
32444,4081,10
32444,27,25
32445,28,23
32445,29,4080
32445,4088,4081
32445,4081,4083
32445,4079,24
32445,4086,31
32446,31,23
32446,29,4083
32446,20,4085
32446,4086,4083
32446,4085,4085
32446,4082,30
32447,28,16
32447,19,25
32447,27,4084
32447,35,4084
32447,4088,4085
32447,4083,27
32447,4087,27
32448,27,22
32448,21,26
32448,30,4085
32448,4090,4089
32448,4084,4082
32448,4083,34
32449,4085,29
32449,24,23
32449,25,4079
32449,32,4088
32449,4086,4085
32449,4088,4084
32450,4081,26
32450,30,27
32450,28,27
32450,30,4082
32450,126,4079
32450,4086,4083
32451,4083,23
32451,4087,27
32451,32,29
32451,28,29
32451,32,4086
32451,4088,4083
32452,4085,4086
32452,4082,23
32452,50,28
32452,24,30
32452,23,4080
32452,27,4087
32453,4083,4085
32453,4089,4084
32453,4081,26
32453,22,28
32453,32,28
32453,21,4088
32454,4087,4085
32454,4083,4079
32454,4079,28
32454,4081,32
32454,26,26
32454,24,32
32455,28,4083
32455,4083,4083
32455,4081,4079
32455,4080,19
32455,28,24
32455,23,26
32456,26,4088
32456,20,4082
32456,4083,4087
32456,4077,4084
32456,4084,28
32456,23,25
32457,28,28
32457,28,4083
32457,4082,4085
32457,4084,4078
32457,4085,34
32457,4084,19
32458,21,26
32458,21,66
32458,9,4084
32458,4084,4083
32458,4085,4083
32458,4079,31
32458,28,31
32459,24,30
32459,31,4079
32459,35,4086
32459,4083,4084
32459,4084,4088
32459,4080,26
32460,28,27
32460,27,17
32460,30,4086
32460,4083,4081
32460,4086,4084
32460,4075,25
32461,4082,30
32461,29,28
32461,27,45
32461,19,4084
32461,4084,4087
32461,4083,4081
32462,4079,27
32462,32,29
32462,30,21
32462,30,4087
32462,35,4082
32462,4080,4080
32463,4086,4086
32463,4079,18
32463,30,26
32463,30,31
32463,29,4090
32463,4087,4088
32464,4087,4083
32464,4076,29
32464,4085,28
32464,26,25
32464,27,54
32464,28,4087
32465,4082,4083
32465,4080,4089
32465,4086,31
32465,31,22
32465,25,20
32465,27,4086
32466,32,4083
32466,4079,4078
32466,4087,4087
32466,4081,16
32466,26,21
32466,31,25
32467,32,4084
32467,4088,4083
32467,4086,4084
32467,4072,26
32467,39,34
32467,28,26
32467,33,37
32468,29,4082
32468,4085,4083
32468,4084,4085
32468,4088,29
32468,19,27
32468,28,28
32469,29,4083
32469,27,4082
32469,4084,4088
32469,4085,4083
32469,4081,31
32469,24,25
32470,30,32
32470,29,4085
32470,4087,4085
32470,4088,4082
32470,4081,29
32470,4084,24
32471,30,28
32471,25,4085
32471,30,4087
32471,4081,4089
32471,4084,4082
32471,4083,18
32472,23,20
32472,22,22
32472,31,4085
32472,37,4087
32472,4086,4084
32472,4082,2582
32473,4082,22
32473,25,26
32473,25,27
32473,23,4081
32473,4085,4083
32473,4079,4087
32474,4080,18
32474,62,30
32474,23,27
32474,28,233
32474,26,4081
32474,4081,4084
32475,4087,4083
32475,4081,33
32475,29,29
32475,27,29
32475,30,4081
32475,27,4084
32476,4081,4085
32476,4088,4085
32476,4083,27
32476,22,25
32476,22,23
32476,29,4087
32477,4081,4088
32477,4087,4085
32477,4077,22
32477,48,25
32477,30,30
32477,22,4084
32477,29,4084
32478,4082,4084
32478,4081,4085
32478,4079,28
32478,26,26
32478,25,25
32478,30,4090
32479,4085,4087
32479,4082,4084
32479,4081,25
32479,4088,26
32479,28,31
32479,21,29
32480,25,4084
32480,4087,4081
32480,4084,4086
32480,4081,19
32480,31,26
32480,29,20
32481,27,4082
32481,39,4082
32481,4087,4084
32481,4084,4087
32481,4084,20
32481,21,28
32482,22,30
32482,27,4085
32482,4085,4083
32482,4086,4084
32482,4079,23
32482,4083,22
32483,22,30
32483,26,4085
32483,22,4085
32483,4082,4090
32483,4082,4086
32483,4084,26
32484,32,31
32484,27,20
32484,20,4085
32484,34,4087
32484,4079,4077
32484,4081,33
32485,4087,31
32485,29,27
32485,27,30
32485,18,4085
32485,4085,4085
32485,4083,4087
32486,4079,22
32486,4084,23
32486,31,30
32486,26,112
32486,31,4083
32486,4079,4083
32487,4086,4083
32487,4079,27
32487,22,26
32487,29,24
32487,24,4079
32487,33,4085
32488,4088,4085
32488,4088,4080
32488,4084,28
32488,19,24
32488,32,31
32488,25,4085
32489,4082,4088
32489,4085,4083
32489,4081,25
32489,45,28
32489,23,22
32489,32,4079
32490,24,4084
32490,4083,4089
32490,4087,4087
32490,4081,27
32490,26,24
32490,24,23
32491,29,4082
32491,4083,4080
32491,4086,4083
32491,4082,25
32491,4084,22
32491,37,27
32492,24,40
32492,19,4079
32492,4081,4083
32492,4084,4082
32492,4082,18
32492,31,29
32492,18,31
32493,27,4081
32493,31,4085
32493,4086,4087
32493,4085,4085
32493,4083,24
32493,31,22
32494,34,29
32494,32,4084
32494,4084,4084
32494,4083,4084
32494,4083,24
32494,4083,25
32495,26,23
32495,29,4084
32495,32,4083
32495,4081,4083
32495,4082,4089
32495,4084,26
32496,25,25
32496,23,23
32496,25,4085
32496,44,4082
32496,4085,4085
32496,4081,32
32497,4085,22
32497,24,28
32497,26,28
32497,20,4083
32497,4085,4087
32497,4084,4084
32498,4079,29
32498,42,22
32498,30,28
32498,30,2824
32498,27,4084
32498,4082,4086
32499,4081,4084
32499,4081,29
32499,26,28
32499,24,26
32499,24,4084
32499,30,4087
32500,4087,4085
32500,4088,4088
32500,4087,17
32500,30,22
32500,24,23
32500,28,4090
32501,4083,4084
32501,4090,4080
32501,4083,22
32501,30,26
32501,24,28
32501,23,4065
32502,34,4085
32502,4083,4079
32502,4084,4087
32502,4079,27
32502,27,24
32502,24,29
32503,27,4088
32503,4081,4085
32503,4081,4080
32503,4078,30
32503,4084,22
32503,26,20
32504,21,32
32504,28,4083
32504,4086,4082
32504,4075,4088
32504,4079,18
32504,25,32
32504,23,29
32505,29,4083
32505,33,4081
32505,4086,4086
32505,4083,4084
32505,4081,19
32506,29,27
32506,30,34
32506,31,4080
32506,4087,4081
32506,4084,4085
32506,4080,30
32506,41,22
32507,30,22
32507,24,4087
32507,29,4081
32507,4085,4082
32507,4084,4082
32507,4079,37
32508,29,22
32508,27,26
32508,25,4082
32508,35,4085
32508,4081,4085
32508,4079,41
32509,4084,21
32509,28,25
32509,30,29
32509,19,4088
32509,4088,4084
32509,4081,4083
32510,4082,29
32510,4081,26
32510,29,20
32510,28,4081
32510,21,4085
32510,4082,4084
32511,4088,4088
32511,4083,25
32511,29,34
32511,29,28
32511,32,4085
32511,3031,4086
32512,4083,4084
32512,4081,35
32512,4084,20
32512,20,28
32512,24,24
32512,28,4084
32513,4087,4088
32513,4083,4084
32513,4085,20
32513,36,26
32513,28,25
32513,26,4084
32514,37,4082
32514,4085,4086
32514,4086,4085
32514,4079,18
32514,26,22
32514,23,24
32515,21,4083
32515,4085,4086
32515,4086,4083
32515,4087,41
32515,4085,23
32515,22,26
32516,29,36
32516,26,4089
32516,4095,4085
32516,4088,4091
32516,4082,25
32516,31,21
32517,30,23
32517,32,4084
32517,32,4085
32517,4085,4085
32517,4085,4082
32517,4083,21
32517,39,22
32518,31,22
32518,28,4087
32518,4085,4085
32518,4085,4084
32518,4083,22
32518,4079,20
32519,21,25
32519,29,4081
32519,20,4086
32519,4085,4085
32519,4085,4084
32519,4083,30
32520,33,30
32520,27,26
32520,27,4083
32520,32,4087
32520,4083,4083
32520,4081,25
32521,4085,27
32521,27,30
32521,22,28
32521,31,4080
32521,4085,4085
32521,4082,4085
32522,4084,29
32522,4085,21
32522,26,23
32522,31,4087
32522,30,4081
32522,4081,4084
32523,4081,4093
32523,4082,25
32523,30,26
32523,27,29
32523,23,4084
32523,73,4084
32524,4086,4082
32524,4085,41
32524,4084,18
32524,32,29
32524,22,29
32524,27,4085
32525,4087,4080
32525,4083,4084
32525,4080,29
32525,2524,34
32525,29,27
32525,33,4075
32526,33,4087
32526,4082,4085
32526,4086,4084
32526,4082,23
32526,32,16
32526,25,22
32527,23,4088
32527,4087,4085
32527,4080,4087
32527,4083,23
32527,4093,30
32527,31,27
32528,23,69
32528,22,4082
32528,4079,4087
32528,4088,4087
32528,4077,27
32528,29,30
32529,22,23
32529,30,4094
32529,32,4087
32529,4080,4089
32529,4084,4084
32529,4083,22
32530,29,26
32530,27,34
32530,29,4087
32530,4085,4086
32530,4087,4084
32530,4084,31
32531,43,26
32531,27,20
32531,28,4085
32531,23,4091
32531,4079,4081
32531,4085,4086
32531,4083,30
32532,24,26
32532,33,27
32532,26,4084
32532,31,4080
32532,4088,4085
32532,4080,34
32533,4086,24
32533,29,28
32533,22,29
32533,35,4078
32533,4081,4086
32533,4084,4081
32534,4086,27
32534,42,23
32534,29,23
32534,26,4085
32534,23,4089
32534,4084,4084
32535,4085,4087
32535,4083,17
32535,32,24
32535,35,26
32535,19,4084
32535,26,4087
32536,4083,4084
32536,4078,4081
32536,4085,27
32536,32,27
32536,29,28
32536,24,4090
32537,4081,4088
32537,4083,4087
32537,4085,27
32537,35,30
32537,26,28
32537,26,93
32538,25,4083
32538,4082,4084
32538,4087,4084
32538,4081,26
32538,34,24
32538,22,25
32538,25,4085
32539,40,4085
32539,4083,4082
32539,4085,4088
32539,4085,32
32539,25,33
32539,27,29
32540,30,4083
32540,4084,4079
32540,4089,4086
32540,4085,29
32540,36,28
32540,31,21
32541,20,4085
32541,22,4082
32541,4083,4084
32541,4086,4084
32541,4083,30
32541,24,23
32542,26,26
32542,27,4086
32542,82,4087
32542,4081,4087
32542,4079,37
32542,4083,30
32543,29,28
32543,29,30
32543,28,4082
32543,4083,4084
32543,4088,4086
32543,4081,29
32544,4085,33
32544,21,27
32544,24,4085
32544,19,4087
32544,4088,4081
32544,4084,4083
32545,4079,27
32545,31,28
32545,27,25
32545,33,4085
32545,29,4075
32545,4086,4082
32546,4092,39
32546,4081,24
32546,26,22
32546,33,24
32546,34,4083
32546,4083,4085
32547,4080,4085
32547,4085,31
32547,4084,28
32547,30,24
32547,28,4063
32547,31,4087
32548,4088,4081
32548,4083,4088
32548,4083,26
32548,21,25
32548,32,28
32548,25,4087
32549,41,4095
32549,4083,4082
32549,4085,33
32549,4082,19
32549,38,27
32549,27,31
32549,28,4085
32550,4081,4084
32550,4087,4084
32550,4085,31
32550,38,22
32550,24,28
32550,30,4072
32551,28,4081
32551,4085,4084
32551,4084,4092
32551,4084,24
32551,26,31
32551,26,28
32552,22,4080
32552,4082,4080
32552,4085,4085
32552,4079,37
32552,4087,33
32552,30,30
