0	0.0	
15000		73.80916666666666
15005		73.94833333333334
15010		72.75750000000001
15015		73.94
15020		73.28333333333333
15025		74.63583333333334
15030		73.22888888888889
15035		75.05416666666666
15040		72.93333333333334
15045		75.24466666666666
15050		73.02466666666668
15055		75.27333333333334
15060		72.87416666666668
15065		74.51499999999999
15070		73.31583333333333
15075		74.0
15080		72.97916666666667
15085		73.91000000000001
15090		73.56888888888889
15095		74.8488888888889
15100		72.42583333333333
15105		75.05833333333334
15110		73.77555555555554
15115		74.21533333333333
15120		73.36499999999998
15125		75.20777777777778
15130		72.60777777777778
15135		74.16083333333334
15140		73.25733333333334
15145		74.19933333333333
15150		72.74111111111112
15155		74.905
15160		74.038
15165		73.60777777777778
15170		74.3488888888889
15175		74.22833333333334
15180		72.91666666666667
15185		74.1575
15190		72.73416666666667
15195		74.32666666666667
15200		74.01666666666667
15205		74.36166666666668
15210		73.41833333333335
15215		74.60166666666667
15220		73.134
15225		74.90749999999998
15230		73.17333333333335
15235		75.02083333333336
15240		72.55266666666665
15245		75.68166666666666
15250		72.14777777777778
15255		75.67444444444443
15260		72.30466666666668
15265		76.21777777777778
15270		72.00333333333334
15275		75.69933333333333
15280		72.41249999999998
15285		75.78
15290		72.3625
15295		76.06750000000001
15300		72.16222222222223
15305		76.67333333333335
15310		73.08083333333333
15315		76.22999999999999
15320		73.06333333333333
15325		75.9575
15330		72.82000000000001
15335		75.67166666666667
15340		73.23583333333333
15345		75.7225
15350		73.02222222222223
15355		75.93333333333335
15360		72.8911111111111
15365		76.84666666666668
15370		73.39266666666667
15375		76.91777777777777
15380		73.9325
15385		76.58666666666667
15390		73.38111111111112
15395		77.23888888888888
15400		73.84933333333332
15405		77.81933333333333
15410		73.39333333333335
15415		76.91444444444444
15420		73.79083333333332
15425		77.40583333333335
15430		73.89083333333333
15435		77.21166666666666
15440		73.40444444444444
15445		77.27066666666668
15450		75.09583333333333
15455		77.05777777777777
15460		73.6588888888889
15465		77.65833333333335
15470		74.54466666666666
15475		77.515
15480		73.26733333333333
15485		77.31133333333335
15490		73.84750000000001
15495		78.0488888888889
15500		74.135
15505		77.99416666666667
15510		73.95333333333333
15515		77.782
15520		74.5311111111111
15525		78.30444444444444
15530		74.33833333333334
15535		78.09166666666665
15540		74.35666666666667
15545		77.92266666666666
15550		74.8375
15555		79.98222222222222
15560		74.87333333333333
15565		79.08866666666667
15570		74.244
15575		77.77888888888889
15580		74.76833333333333
15585		78.85416666666667
15590		74.99111111111112
