millis,rpm1,filterRpm_1,w1,rpm2,filterRpm_2,w2,rpm3,filterRpm_3,w3
2129531,131.33,127.14,23210,131.33,133.75,23210,131.33,122.13,23210
2129542,131.26,127.63,23230,145.84,134.32,23230,116.67,122.35,23230
2129553,131.26,128.06,23250,131.26,134.82,23250,131.26,122.54,23250
2129564,131.26,128.44,23270,131.26,134.4,23270,116.67,122.71,23270
2129575,131.26,128.77,23290,145.84,134.89,23290,131.26,122.86,23290
2129586,131.26,129.07,23310,131.26,135.33,23310,116.67,122.99,23310
2129597,131.16,129.32,23340,131.16,134.84,23340,131.16,123.1,23340
2129608,116.76,128.69,23360,131.35,134.42,23360,116.76,123.2,23360
2129619,131.26,128.13,23380,145.84,134.91,23380,131.26,123.3,23380
2129630,131.26,128.5,23400,131.26,135.34,23400,116.67,123.38,23400
2129641,131.26,128.83,23420,131.26,134.86,23420,131.26,123.45,23420
2129652,131.19,129.11,23450,145.76,135.29,23450,131.19,124.37,23450
2129663,131.33,129.37,23470,131.33,135.68,23470,116.74,124.32,23470
2129673,128.33,129.42,23490,144.37,135.93,23490,128.33,124.11,23490
2129684,131.27,129.47,23510,131.27,136.16,23510,116.69,123.92,23510
2129695,131.26,129.68,23530,131.26,135.58,23530,131.26,123.92,23530
2129706,131.26,129.87,23550,145.84,135.93,23550,131.26,124.79,23550
2129717,131.26,130.03,23570,131.26,136.24,23570,102.09,123.83,23570
2129727,144.39,130.95,23590,144.39,136.43,23590,128.34,122.81,23590
2129738,131.26,131.76,23610,131.26,136.59,23610,131.26,123.64,23610
2129749,131.26,131.7,23630,145.84,136.82,23630,116.67,123.68,23630
2129759,128.34,131.48,23650,128.34,136.85,23650,128.34,123.54,23650
2129770,131.26,131.28,23670,145.84,136.88,23670,131.26,124.28,23670
2129780,128.34,131.11,23690,128.34,136.91,23690,128.34,124.93,23690
2129791,131.26,130.95,23710,145.84,136.93,23710,116.67,124.65,23710
2129802,131.26,130.99,23730,131.26,137.12,23730,131.26,124.57,23730
2129813,131.22,131.02,23750,145.8,137.29,23750,131.22,125.36,23750
2129824,131.29,131.05,23770,131.29,137.44,23770,116.71,125.19,23770
2129835,145.84,131.94,23790,131.26,136.71,23790,131.26,125.05,23790
2129846,131.26,132.72,23810,145.84,136.93,23810,131.26,125.78,23810
2129857,131.26,132.55,23830,131.26,137.12,23830,131.26,126.43,23830
2129867,128.34,132.22,23850,144.39,137.2,23850,128.34,126.83,23850
2129878,131.26,131.93,23870,145.84,138.14,23870,116.67,126.32,23870
2129889,131.26,131.85,23890,131.26,138.19,23890,131.26,126.04,23890
2129900,131.19,131.78,23920,145.76,138.22,23920,131.19,126.65,23920
2129911,145.92,132.58,23940,131.33,138.26,23940,131.33,127.2,23940
2129922,131.26,133.29,23960,145.84,138.3,23960,116.67,126.82,23960
2129933,131.25,133.05,23980,131.25,138.33,23980,131.25,126.48,23980
2129944,131.27,132.84,24000,145.86,138.36,24000,131.27,127.05,24000
2129955,131.19,132.65,24030,131.19,138.38,24030,131.19,127.54,24030
2129966,131.33,132.48,24050,145.92,138.4,24050,131.33,127.98,24050
2129977,145.84,133.21,24070,131.26,138.42,24070,116.67,127.51,24070
2129988,131.26,133.84,24090,145.84,138.44,24090,131.26,127.09,24090
2129999,131.26,133.53,24110,145.84,139.31,24110,131.26,127.58,24110
2130010,131.26,133.26,24130,131.26,139.22,24130,131.26,128.02,24130
2130021,145.76,133.88,24160,145.76,139.14,24160,131.19,128.4,24160
2130032,131.33,134.44,24180,131.33,139.07,24180,131.33,128.74,24180
2130042,128.33,133.89,24200,144.37,138.92,24200,128.33,128.87,24200
2130053,145.84,134.27,24220,145.84,139.65,24220,131.26,128.97,24220
2130064,131.27,134.78,24240,131.27,139.52,24240,116.69,128.38,24240
2130075,131.26,134.36,24260,145.84,139.41,24260,131.26,127.86,24260
2130086,145.76,134.85,24290,145.76,140.17,24290,131.19,128.26,24290
2130097,131.33,135.29,24310,131.33,139.97,24310,131.33,128.61,24310
2130108,131.26,134.82,24330,145.84,139.81,24330,131.26,128.93,24330
2130119,145.84,135.26,24350,145.84,140.52,24350,131.26,129.21,24350
2130129,128.34,135.47,24370,128.34,140.12,24370,128.34,129.28,24370
2130140,145.84,135.67,24390,145.84,139.76,24390,131.26,129.34,24390
2130151,131.19,136.0,24420,145.76,140.48,24420,131.19,129.56,24420
2130162,131.33,135.44,24440,131.33,140.25,24440,131.33,129.76,24440
2130173,145.84,135.81,24460,145.84,140.05,24460,131.26,129.94,24460
2130184,131.26,136.14,24480,145.84,140.74,24480,131.26,130.1,24480
2130195,145.84,136.42,24500,145.84,141.34,24500,131.26,130.24,24500
2130206,131.26,136.67,24520,131.26,141.01,24520,131.26,130.36,24520
2130217,131.26,136.03,24540,145.84,140.72,24540,131.26,130.46,24540
2130228,145.84,136.33,24560,145.84,141.33,24560,131.26,130.56,24560
2130239,131.26,136.59,24580,131.26,141.0,24580,131.26,130.64,24580
2130250,145.84,136.83,24600,145.84,140.71,24600,131.26,130.71,24600
2130261,131.26,137.03,24620,145.84,141.32,24620,131.26,130.78,24620
2130271,144.39,137.12,24640,144.39,141.76,24640,128.34,130.66,24640
2130281,128.27,137.03,24670,144.3,142.07,24670,128.27,130.38,24670
2130292,145.92,137.04,24690,131.33,141.57,24690,131.33,130.31,24690
2130302,128.34,137.05,24710,144.39,141.13,24710,128.34,130.26,24710
2130313,145.83,137.05,24730,145.83,141.6,24730,131.25,130.2,24730
2130323,144.4,138.01,24750,144.4,142.01,24750,144.4,131.1,24750
2130333,128.33,137.81,24770,144.37,142.29,24770,128.33,131.73,24770
2130344,145.86,137.73,24790,145.86,142.63,24790,131.27,131.5,24790
2130354,144.37,138.6,24810,144.37,142.92,24810,128.33,131.3,24810
2130365,131.27,138.51,24830,145.86,143.18,24830,131.27,131.12,24830
2130376,145.84,138.51,24850,131.26,142.63,24850,131.26,131.14,24850
2130387,131.26,138.52,24870,145.84,142.15,24870,131.26,131.15,24870
2130398,145.76,138.52,24900,145.76,142.58,24900,131.19,131.16,24900
2130409,131.32,138.52,24920,145.91,142.97,24920,131.32,131.17,24920
2130420,145.86,138.53,24940,145.86,143.31,24940,145.86,132.05,24940
2130431,131.26,138.53,24960,145.84,143.61,24960,131.26,132.82,24960
2130442,145.84,138.53,24980,131.26,143.01,24980,131.26,132.63,24980
2130453,145.84,139.4,25000,145.84,142.49,25000,131.26,132.47,25000
2130464,131.26,139.3,25020,145.84,142.88,25020,131.26,132.33,25020
2130475,145.84,139.21,25040,145.84,143.23,25040,131.26,132.2,25040
2130486,145.76,139.99,25070,145.76,143.54,25070,131.19,132.09,25070
2130497,131.33,139.82,25090,145.92,143.81,25090,145.92,132.85,25090
2130508,145.84,139.67,25110,145.84,144.05,25110,131.26,133.53,25110
2130519,131.26,139.54,25130,131.26,143.4,25130,131.26,133.26,25130
2130530,145.84,139.42,25150,145.84,142.83,25150,131.26,133.02,25150
2130541,145.84,140.18,25170,145.84,143.19,25170,131.26,132.82,25170
2130552,145.84,140.85,25190,145.84,143.5,25190,145.84,133.49,25190
2130562,128.33,140.41,25210,144.37,143.69,25210,128.33,133.92,25210
2130573,145.86,140.01,25230,145.86,143.86,25230,131.27,133.43,25230
2130584,145.76,140.7,25260,145.76,144.09,25260,131.19,133.17,25260
2130595,131.33,140.45,25280,145.92,144.3,25280,145.92,133.81,25280
2130606,145.83,140.22,25300,145.83,144.48,25300,131.25,134.37,25300
2130617,145.86,140.89,25320,145.86,144.64,25320,131.27,134.0,25320
2130627,144.39,141.39,25340,144.39,144.7,25340,144.39,134.46,25340
2130638,145.84,141.83,25360,145.84,144.75,25360,131.26,134.85,25360
2130649,131.26,141.44,25380,145.84,144.88,25380,131.26,134.43,25380
2130660,145.84,141.1,25400,145.84,144.99,25400,145.84,134.92,25400
2130671,145.76,141.66,25430,145.76,145.09,25430,131.19,135.34,25430
2130682,145.92,142.15,25450,145.92,145.18,25450,131.33,134.86,25450
2130693,131.26,141.73,25470,145.84,145.26,25470,145.84,135.3,25470
2130704,145.84,141.35,25490,145.84,145.33,25490,131.26,135.68,25490
2130715,145.84,141.89,25510,145.84,145.39,25510,131.26,135.16,25510
2130726,145.84,142.35,25530,145.84,145.44,25530,145.84,135.56,25530
2130737,145.84,142.77,25550,145.84,145.49,25550,131.26,135.92,25550
2130748,131.19,142.26,25580,145.76,145.53,25580,131.19,135.36,25580
2130759,145.92,141.82,25600,145.92,145.57,25600,145.92,135.74,25600
2130770,145.84,142.3,25620,145.84,145.6,25620,131.26,136.08,25620
2130780,144.39,142.64,25640,144.39,145.55,25640,144.39,136.28,25640
2130791,145.84,142.93,25660,145.84,145.49,25660,131.26,136.46,25660
2130802,145.84,143.27,25680,145.84,145.54,25680,145.84,136.71,25680
2130813,131.26,142.72,25700,145.84,145.57,25700,131.26,136.93,25700
2130824,145.84,142.22,25720,145.84,145.6,25720,131.26,136.26,25720
2130834,144.39,142.57,25740,144.39,145.55,25740,144.39,136.44,25740
2130845,145.84,142.87,25760,145.84,145.49,25760,145.84,137.47,25760
2130856,145.84,143.22,25780,145.84,145.54,25780,131.26,137.6,25780
2130866,144.39,143.44,25800,144.39,145.49,25800,144.39,137.62,25800
2130877,145.84,143.64,25820,145.84,145.44,25820,131.26,137.65,25820
2130888,145.84,143.9,25840,160.43,146.35,25840,145.84,137.75,25840
2130898,144.37,144.04,25860,144.37,147.07,25860,128.33,137.67,25860
2130909,145.86,144.17,25880,145.86,146.84,25880,145.86,137.61,25880
2130920,145.84,144.37,25900,145.84,146.72,25900,131.26,137.72,25900
2130931,145.76,144.54,25930,145.76,146.61,25930,145.76,137.81,25930
2130942,145.92,144.69,25950,145.92,146.52,25950,131.33,137.9,25950
2130953,145.84,144.83,25970,145.84,146.44,25970,145.84,137.98,25970
2130964,145.83,144.95,25990,145.83,146.37,25990,131.25,138.05,25990
2130975,145.86,145.06,26010,160.44,147.17,26010,145.86,138.11,26010
2130986,145.76,145.15,26040,145.76,147.87,26040,131.19,138.16,26040
2130997,145.92,145.23,26060,145.92,147.63,26060,145.92,138.2,26060
2131008,145.84,145.31,26080,145.84,147.43,26080,131.26,138.25,26080
2131019,145.84,145.37,26100,145.84,147.24,26100,145.84,138.28,26100
2131030,145.83,145.42,26120,145.83,147.07,26120,145.83,139.18,26120
2131041,145.86,145.47,26140,145.86,146.93,26140,131.27,139.1,26140
2131052,145.84,145.52,26160,160.43,147.66,26160,145.84,139.04,26160
2131063,145.84,145.56,26180,145.84,148.31,26180,131.26,138.98,26180
2131074,145.84,145.59,26200,145.84,148.02,26200,145.84,138.93,26200
2131085,145.84,145.62,26220,145.84,147.76,26220,131.26,138.89,26220
2131096,145.76,145.64,26250,145.76,147.53,26250,145.76,138.84,26250
2131107,145.92,145.67,26270,160.52,148.19,26270,131.33,138.81,26270
2131118,145.84,145.69,26290,145.84,148.78,26290,145.84,138.78,26290
2131129,145.84,145.71,26310,145.84,148.43,26310,131.26,138.75,26310
2131140,145.84,145.73,26330,145.84,148.13,26330,145.84,138.73,26330
2131151,145.84,145.74,26350,160.43,148.72,26350,131.26,138.71,26350
2131162,145.84,145.75,26370,145.84,149.24,26370,145.84,138.69,26370
2131173,145.84,145.76,26390,145.84,148.84,26390,131.26,138.67,26390
2131184,160.34,146.63,26420,145.76,148.48,26420,145.76,138.65,26420
2131195,145.92,147.4,26440,145.92,148.17,26440,145.92,139.5,26440
2131206,145.83,147.22,26460,160.41,148.76,26460,131.25,139.4,26460
2131217,145.86,147.06,26480,145.86,149.28,26480,145.86,139.3,26480
2131228,145.84,146.91,26500,145.84,148.87,26500,131.26,139.21,26500
2131239,145.84,146.79,26520,145.84,148.51,26520,145.84,139.13,26520
2131250,145.84,146.67,26540,160.43,149.06,26540,131.26,139.06,26540
2131261,145.84,146.58,26560,145.84,149.54,26560,145.84,139.0,26560
2131272,160.34,147.35,26590,145.76,149.1,26590,145.76,139.81,26590
2131283,145.91,148.03,26610,145.91,148.71,26610,131.32,139.66,26610
2131294,145.84,147.78,26630,160.43,149.24,26630,145.84,139.53,26630
2131305,145.86,147.55,26650,145.86,149.7,26650,145.86,140.28,26650
2131315,144.37,147.26,26670,144.37,149.16,26670,128.33,139.9,26670
2131326,145.86,147.01,26690,145.86,148.68,26690,145.86,139.57,26690
2131337,160.43,147.73,26710,145.84,148.35,26710,145.84,140.31,26710
2131348,145.84,148.37,26730,145.84,148.05,26730,131.26,140.1,26730
2131359,145.84,148.07,26750,160.43,148.65,26750,145.84,139.92,26750
2131370,145.76,147.8,26780,145.76,149.18,26780,145.76,140.62,26780
2131381,160.52,148.43,26800,145.92,148.78,26800,131.33,140.37,26800
2131392,145.84,149.0,26820,145.84,148.44,26820,145.84,140.16,26820
2131402,144.39,148.54,26840,144.39,148.05,26840,144.39,140.75,26840
2131413,145.84,148.13,26860,160.43,148.56,26860,145.84,141.26,26860
2131424,160.43,148.72,26880,145.84,149.1,26880,131.26,140.94,26880
2131435,145.84,149.25,26900,145.84,148.72,26900,145.84,140.66,26900
2131446,145.84,148.84,26920,145.84,148.38,26920,145.84,141.27,26920
2131457,145.84,148.49,26940,145.84,148.08,26940,131.26,140.95,26940
2131468,160.43,149.04,26960,160.43,148.68,26960,145.84,140.67,26960
2131479,145.76,149.52,26990,145.76,149.2,26990,145.76,141.27,26990
2131490,145.91,149.08,27010,145.91,148.8,27010,145.91,141.81,27010
2131501,145.86,148.7,27030,145.86,148.46,27030,131.27,141.43,27030
2131512,160.43,149.23,27050,160.43,149.01,27050,145.84,141.09,27050
2131522,144.37,149.6,27070,144.37,149.41,27070,144.37,141.57,27070
2131533,145.86,149.07,27090,145.86,148.9,27090,145.86,141.99,27090
2131544,160.43,149.55,27110,160.43,149.4,27110,145.84,142.44,27110
2131555,145.76,149.97,27140,145.76,149.84,27140,131.19,141.98,27140
2131566,145.92,149.48,27160,145.92,149.37,27160,145.92,141.57,27160
2131577,160.43,149.92,27180,145.84,148.96,27180,145.84,142.08,27180
2131588,145.83,150.3,27200,160.41,149.45,27200,145.83,142.53,27200
2131599,145.84,149.77,27220,145.84,149.88,27220,145.84,142.92,27220
2131609,160.43,150.17,27240,144.39,149.32,27240,128.34,142.23,27240
2131619,144.39,150.43,27260,160.43,149.68,27260,144.39,141.54,27260
2131630,145.86,149.81,27280,145.86,150.09,27280,145.86,141.96,27280
2131640,160.43,150.2,27300,144.39,149.51,27300,144.39,142.33,27300
2131650,144.39,150.46,27320,160.43,149.85,27320,144.39,142.58,27320
2131661,145.76,149.82,27350,145.76,150.23,27350,145.76,142.87,27350
2131672,160.52,150.22,27370,160.52,150.58,27370,145.92,143.22,27370
2131683,145.83,150.57,27390,145.83,150.88,27390,131.25,142.67,27390
2131693,160.44,150.87,27410,144.4,150.2,27410,144.4,142.1,27410
2131703,144.37,151.05,27430,160.41,150.46,27430,144.37,142.37,27430
2131714,145.86,150.35,27450,145.86,150.78,27450,145.86,142.7,27450
2131725,160.41,150.68,27470,145.83,150.19,27470,145.83,143.07,27470
2131735,144.4,150.88,27490,160.44,150.54,27490,144.4,143.31,27490
2131746,160.43,151.06,27510,145.84,150.85,27510,145.84,143.52,27510
2131757,145.76,151.3,27540,160.34,151.11,27540,145.76,143.79,27540
2131768,145.92,150.66,27560,145.92,151.35,27560,145.92,144.04,27560
2131779,160.43,150.96,27580,160.43,151.57,27580,145.84,144.25,27580
2131790,145.84,151.21,27600,145.84,151.75,27600,131.26,143.58,27600
2131801,160.43,151.44,27620,145.84,151.06,27620,145.84,142.99,27620
2131812,145.84,151.64,27640,160.43,151.3,27640,145.84,143.32,27640
2131823,145.84,150.96,27660,145.84,151.52,27660,145.84,143.62,27660
2131834,160.43,151.21,27680,160.43,151.71,27680,145.84,143.88,27680
2131845,145.84,151.44,27700,145.84,151.88,27700,145.84,144.12,27700
2131856,160.34,151.64,27730,160.34,152.02,27730,145.76,144.32,27730
2131867,145.92,151.81,27750,145.92,152.15,27750,145.92,144.5,27750
2131878,160.43,151.97,27770,160.43,152.27,27770,145.84,144.66,27770
2131889,145.83,152.11,27790,145.83,152.37,27790,145.83,144.8,27790
2131900,160.44,152.23,27810,160.44,152.46,27810,145.86,144.92,27810
2131911,145.84,152.34,27830,145.84,152.54,27830,145.84,145.03,27830
2131922,160.34,152.43,27860,160.34,152.61,27860,145.76,145.12,27860
2131933,145.92,152.51,27880,145.92,152.67,27880,145.92,145.21,27880
2131944,160.41,152.59,27900,160.41,152.73,27900,145.83,145.29,27900
2131955,145.86,152.65,27920,145.86,152.78,27920,145.86,145.35,27920
2131966,160.43,152.71,27940,160.43,152.82,27940,145.84,145.41,27940
2131977,145.84,152.76,27960,145.84,152.86,27960,145.84,145.46,27960
2131988,160.43,152.81,27980,160.43,152.89,27980,145.84,145.51,27980
2131999,145.76,152.84,28010,145.76,152.92,28010,145.76,145.54,28010
2132010,160.5,152.87,28030,160.5,152.94,28030,145.91,145.58,28030
2132020,144.4,152.82,28050,160.44,153.83,28050,144.4,145.53,28050
2132030,160.43,152.78,28070,144.39,153.66,28070,160.43,146.34,28070
2132041,145.84,152.82,28090,160.43,153.51,28090,145.84,147.14,28090
2132052,160.43,152.86,28110,145.84,153.47,28110,145.84,146.99,28110
2132063,160.41,153.75,28130,160.41,153.43,28130,145.83,146.85,28130
2132074,145.86,153.68,28150,145.86,153.39,28150,145.86,146.73,28150
2132085,160.43,153.61,28170,160.43,153.36,28170,145.84,146.63,28170
2132096,145.84,153.56,28190,160.43,154.2,28190,145.84,146.54,28190
2132107,160.43,153.51,28210,145.84,154.07,28210,145.84,146.46,28210
2132118,145.76,153.46,28240,160.34,153.96,28240,160.34,147.24,28240
2132129,160.52,153.42,28260,145.92,153.86,28260,145.92,147.94,28260
2132140,160.43,154.25,28280,160.43,153.78,28280,145.84,147.69,28280
2132151,145.84,154.12,28300,160.43,154.57,28300,145.84,147.47,28300
2132162,160.43,154.01,28320,145.84,154.4,28320,145.84,147.28,28320
2132173,145.76,153.9,28350,160.34,154.24,28350,145.76,147.11,28350
2132184,160.52,153.81,28370,160.52,154.97,28370,160.52,147.82,28370
2132195,160.41,154.6,28390,145.83,154.76,28390,145.83,148.45,28390
2132206,145.86,154.42,28410,160.44,154.57,28410,145.86,148.14,28410
2132217,160.41,154.27,28430,145.83,154.4,28430,145.83,147.87,28430
2132228,145.86,154.14,28450,160.44,154.25,28450,145.86,147.63,28450
2132239,160.43,154.02,28470,160.43,154.98,28470,160.43,148.28,28470
2132250,160.43,154.78,28490,145.84,154.76,28490,145.84,148.86,28490
2132261,145.84,154.58,28510,160.43,154.57,28510,145.84,148.5,28510
2132272,160.34,154.41,28540,145.76,154.4,28540,145.76,148.18,28540
2132283,160.52,155.12,28560,160.52,154.25,28560,160.52,148.77,28560
2132294,145.84,154.89,28580,160.43,154.98,28580,145.84,149.29,28580
2132305,160.43,154.68,28600,145.84,154.76,28600,145.84,148.88,28600
2132316,160.41,155.36,28620,160.41,154.57,28620,145.83,148.52,28620
2132327,145.86,155.1,28640,160.44,155.26,28640,160.44,149.07,28640
2132338,160.43,154.87,28660,145.84,155.01,28660,145.84,149.55,28660
2132349,160.43,155.52,28680,160.43,154.79,28680,145.84,149.11,28680
2132360,160.43,156.1,28700,160.43,155.46,28700,145.84,148.72,28700
2132371,145.72,155.75,28730,160.3,156.04,28730,160.3,149.24,28730
2132381,160.57,155.44,28740,144.52,155.61,28740,144.52,149.61,28740
2132392,160.43,156.04,28760,160.43,155.24,28760,145.84,149.09,28760
2132402,144.39,155.61,28780,160.43,155.85,28780,160.43,149.57,28780
2132413,160.43,155.23,28800,145.84,155.53,28800,145.84,149.99,28800
2132424,160.43,155.84,28820,160.43,155.25,28820,145.84,149.5,28820
2132435,160.34,156.38,28850,160.34,155.85,28850,160.34,149.92,28850
2132446,145.92,156.0,28870,160.52,156.39,28870,145.92,150.3,28870
2132457,160.43,155.66,28890,145.84,156.01,28890,145.84,149.78,28890
2132468,145.84,155.36,28910,160.43,155.67,28910,160.43,150.18,28910
2132479,160.43,155.1,28930,160.43,156.24,28930,145.84,150.53,28930
2132489,144.37,154.78,28950,160.41,156.73,28950,160.41,150.83,28950
2132500,160.44,154.5,28970,145.86,156.31,28970,145.86,151.11,28970
2132511,160.43,155.2,28990,160.43,155.93,28990,145.84,150.48,28990
2132522,160.34,155.81,29020,160.34,156.46,29020,160.34,150.79,29020
2132533,160.5,156.36,29040,160.5,156.93,29040,145.91,151.07,29040
2132543,160.44,156.85,29060,144.4,156.4,29060,144.4,150.37,29060
2132554,145.84,156.41,29080,160.43,155.93,29080,160.43,150.61,29080
2132565,160.41,156.02,29100,160.41,156.46,29100,145.83,150.91,29100
2132576,160.43,156.54,29120,160.43,156.93,29120,160.43,151.17,29120
2132587,160.44,157.0,29140,160.44,157.34,29140,145.86,151.4,29140
2132598,160.34,157.4,29170,145.76,156.84,29170,160.34,151.6,29170
2132608,160.52,157.76,29180,160.52,156.4,29180,144.47,151.7,29180
2132619,145.84,157.22,29200,160.43,156.88,29200,145.84,150.93,29200
2132630,160.34,156.73,29230,160.34,157.3,29230,160.34,151.18,29230
2132641,160.5,157.17,29250,160.5,157.67,29250,145.91,151.41,29250
2132652,160.44,157.56,29270,145.86,157.14,29270,160.44,151.62,29270
2132663,160.43,157.9,29290,160.43,156.66,29290,145.84,151.8,29290
2132673,160.41,158.2,29310,160.41,157.11,29310,160.41,151.96,29310
2132684,145.84,157.6,29330,160.43,157.5,29330,145.84,152.1,29330
2132694,160.44,157.07,29350,160.44,157.85,29350,160.44,152.22,29350
2132705,160.34,157.46,29380,160.34,158.15,29380,145.76,152.32,29380
2132716,160.52,157.81,29400,160.52,158.42,29400,160.52,152.42,29400
2132727,160.43,158.13,29420,145.84,157.8,29420,145.84,152.51,29420
2132737,160.43,158.4,29440,160.43,157.25,29440,160.43,152.58,29440
2132747,160.43,158.64,29460,160.43,157.62,29460,144.39,152.56,29460
2132758,160.43,158.85,29480,160.43,157.95,29480,160.43,152.54,29480
2132769,160.4,159.04,29500,160.4,158.25,29500,145.82,152.61,29500
2132780,145.87,158.34,29520,160.46,158.5,29520,160.46,152.67,29520
2132791,160.34,157.72,29550,160.34,158.73,29550,145.76,152.73,29550
2132802,160.52,158.04,29570,145.92,158.07,29570,160.52,152.78,29570
2132813,160.43,158.33,29590,160.43,157.49,29590,145.84,152.82,29590
2132824,160.43,158.58,29610,160.43,157.84,29610,160.43,152.86,29610
2132835,160.43,158.79,29630,160.43,158.14,29630,160.43,153.75,29630
2132846,160.43,158.99,29650,160.43,158.41,29650,145.84,153.68,29650
2132857,160.43,159.16,29670,160.43,158.65,29670,160.43,153.62,29670
2132868,160.43,159.31,29690,160.43,158.86,29690,145.84,153.56,29690
2132879,160.34,159.44,29720,160.34,159.04,29720,160.34,153.5,29720
2132890,160.52,159.55,29740,131.33,157.48,29740,145.92,153.46,29740
2132901,160.41,159.66,29760,160.41,156.11,29760,160.41,153.43,29760
2132912,160.44,159.75,29780,160.44,156.62,29780,160.44,154.25,29780
2132923,160.43,159.83,29800,160.43,157.07,29800,145.84,154.12,29800
2132934,160.34,159.9,29830,160.34,157.46,29830,160.34,154.0,29830
2132944,160.52,159.96,29840,160.52,157.81,29840,144.47,153.81,29840
2132955,160.43,160.02,29860,160.43,158.13,29860,160.43,153.65,29860
2132966,160.43,160.07,29880,160.43,158.4,29880,160.43,154.45,29880
2132977,160.43,160.11,29900,160.43,158.64,29900,145.84,154.3,29900
2132988,160.43,160.15,29920,145.84,157.99,29920,160.43,154.16,29920
2132999,175.01,161.04,29940,160.43,157.41,29940,160.43,154.9,29940
2133010,160.34,161.83,29970,160.34,157.77,29970,145.76,154.69,29970
2133021,160.5,161.66,29990,160.5,158.08,29990,160.5,154.5,29990
2133031,160.44,161.52,30010,160.44,158.36,30010,160.44,155.21,30010
2133042,160.43,161.39,30030,160.43,158.61,30030,145.84,154.96,30030
2133053,160.41,161.28,30050,160.41,158.82,30050,160.41,154.75,30050
2133064,160.44,161.18,30070,160.44,159.01,30070,160.44,155.42,30070
2133075,160.43,161.09,30090,160.43,159.18,30090,145.84,155.15,30090
2133086,160.43,161.01,30110,160.43,159.33,30110,160.43,154.91,30110
2133097,160.43,160.94,30130,160.43,159.46,30130,160.43,155.56,30130
2133108,160.34,160.88,30160,160.34,159.57,30160,145.76,155.27,30160
2133119,160.52,160.82,30180,175.11,160.53,30180,160.52,155.02,30180
2133130,160.43,160.78,30200,160.43,161.39,30200,160.43,155.66,30200
2133141,160.43,160.74,30220,160.43,161.27,30220,145.84,155.37,30220
2133152,160.41,160.7,30240,160.41,161.17,30240,160.41,155.1,30240
2133163,175.03,161.53,30260,160.44,161.08,30260,160.44,155.73,30260
2133174,160.43,162.26,30280,175.01,161.87,30280,145.84,155.42,30280
2133185,160.43,162.05,30300,160.43,162.56,30300,160.43,155.15,30300
2133196,160.43,161.86,30320,160.43,162.31,30320,160.43,155.78,30320
2133207,160.43,161.69,30340,160.43,162.09,30340,145.84,155.47,30340
2133218,160.43,161.54,30360,160.43,161.89,30360,160.43,155.19,30360
2133229,175.01,162.27,30380,160.43,161.72,30380,160.43,155.81,30380
2133240,160.43,162.91,30400,160.43,161.57,30400,160.43,156.36,30400
2133251,160.43,162.62,30420,160.43,161.43,30420,145.84,155.97,30420
2133262,160.43,162.36,30440,160.43,161.31,30440,160.43,155.64,30440
2133273,160.43,162.13,30460,160.43,161.21,30460,160.43,156.2,30460
2133284,160.34,161.93,30490,160.34,161.11,30490,160.34,156.7,30490
2133295,160.52,161.75,30510,160.52,161.03,30510,145.92,156.28,30510
2133306,160.41,161.6,30530,160.41,160.96,30530,160.41,155.91,30530
2133317,160.44,161.46,30550,160.44,160.9,30550,160.44,156.44,30550
2133328,160.43,161.34,30570,160.43,160.84,30570,160.43,156.92,30570
2133339,160.34,161.22,30600,160.34,160.79,30600,145.76,156.46,30600
2133350,160.52,161.13,30620,160.52,160.75,30620,160.52,156.07,30620
2133361,160.41,161.05,30640,175.0,161.58,30640,160.41,156.59,30640
2133371,160.44,160.98,30660,160.44,162.3,30660,160.44,157.04,30660
2133382,160.43,160.91,30680,160.43,162.08,30680,160.43,157.45,30680
2133393,160.43,160.86,30700,160.43,161.89,30700,145.84,156.94,30700
2133404,174.92,161.66,30730,160.34,161.71,30730,160.34,156.48,30730
2133415,160.52,162.38,30750,160.52,161.56,30750,160.52,156.95,30750
2133426,160.43,162.15,30770,160.43,161.43,30770,160.43,157.36,30770
2133437,160.43,161.95,30790,160.43,161.31,30790,160.43,157.73,30790
2133448,160.43,161.77,30810,160.43,161.21,30810,145.84,157.18,30810
2133459,160.43,161.61,30830,160.43,161.11,30830,160.43,156.7,30830
2133470,160.43,161.47,30850,175.01,161.89,30850,160.43,157.15,30850
2133481,160.43,161.35,30870,160.43,162.58,30870,160.43,157.53,30870
2133492,160.34,161.23,30900,160.34,162.32,30900,160.34,157.87,30900
2133503,160.52,161.14,30920,160.52,162.1,30920,160.52,158.17,30920
2133514,160.41,161.06,30940,160.41,161.91,30940,145.83,157.58,30940
2133525,160.44,160.98,30960,160.44,161.73,30960,160.44,157.06,30960
2133536,175.01,161.78,30980,160.43,161.58,30980,160.43,157.46,30980
2133547,160.43,162.48,31000,160.43,161.44,31000,160.43,157.81,31000
2133558,160.43,162.24,31020,160.43,161.32,31020,160.43,158.12,31020
2133569,160.43,162.03,31040,160.43,161.22,31040,160.43,158.39,31040
2133580,160.43,161.84,31060,160.43,161.12,31060,145.84,157.77,31060
2133591,160.43,161.67,31080,160.43,161.04,31080,160.43,157.22,31080
2133601,160.43,161.52,31100,160.43,160.97,31100,160.43,157.6,31100
2133612,160.43,161.39,31120,175.01,161.77,31120,160.43,157.93,31120
2133623,160.43,161.28,31140,160.43,162.47,31140,160.43,158.23,31140
