millis,rpm1,filterRpm_1,w1,rpm2,filterRpm_2,w2,rpm3,filterRpm_3,w3
2144041,192.51,195.01,51610,208.56,196.01,51610,192.51,195.46,51610
2144052,204.07,195.4,51640,189.49,196.36,51640,204.07,195.8,51640
2144062,192.63,195.75,51650,192.63,195.74,51650,192.63,196.1,51650
2144073,204.18,196.06,51670,204.18,196.05,51670,204.18,196.37,51670
2144083,192.49,196.33,51690,192.49,196.32,51690,192.49,196.6,51690
2144094,189.61,195.71,51710,189.61,195.7,51710,189.61,195.95,51710
2144105,204.07,195.84,51740,204.07,195.84,51740,204.07,196.05,51740
2144116,189.7,195.96,51760,189.7,195.96,51760,189.7,196.15,51760
2144126,192.51,195.39,51780,208.56,196.33,51780,208.56,196.5,51780
2144137,204.18,195.74,51800,189.6,196.66,51800,189.6,196.81,51800
2144148,189.58,195.87,51820,204.16,196.68,51820,189.58,195.95,51820
2144159,204.18,195.99,51840,189.6,196.71,51840,204.18,196.06,51840
2144170,189.51,196.09,51870,189.51,195.86,51870,189.51,196.16,51870
2144181,204.29,196.19,51890,204.29,195.98,51890,204.29,196.24,51890
2144192,189.6,196.28,51910,189.6,196.1,51910,189.6,196.33,51910
2144203,204.16,196.35,51930,204.16,196.19,51930,204.16,196.39,51930
2144214,189.6,196.41,51950,189.6,196.27,51950,189.6,196.45,51950
2144225,204.2,196.47,51970,204.2,196.35,51970,204.2,196.5,51970
2144235,192.51,196.69,51990,192.51,196.58,51990,192.51,196.72,51990
2144246,189.6,196.03,52010,204.18,196.79,52010,204.18,196.91,52010
2144257,204.18,196.13,52030,189.6,196.8,52030,189.6,196.91,52030
2144267,192.51,196.39,52050,192.51,196.12,52050,192.51,196.22,52050
2144278,189.6,195.76,52070,204.18,196.39,52070,204.18,196.47,52070
2144289,204.18,195.89,52090,189.6,196.45,52090,189.6,196.52,52090
2144300,189.6,196.01,52110,204.18,196.5,52110,204.18,196.56,52110
2144311,204.07,196.11,52140,189.49,196.54,52140,189.49,196.6,52140
2144322,189.7,196.2,52160,204.29,196.58,52160,204.29,196.63,52160
2144333,204.18,196.29,52180,189.6,196.62,52180,189.6,196.67,52180
2144344,189.58,196.36,52200,204.16,196.65,52200,204.16,196.69,52200
2144355,204.2,196.42,52220,189.61,196.68,52220,189.61,196.72,52220
2144366,189.6,196.48,52240,204.18,196.71,52240,204.18,196.74,52240
2144377,204.18,196.53,52260,189.6,196.73,52260,204.18,197.62,52260
2144388,189.49,196.56,52290,204.07,196.74,52290,189.49,197.52,52290
2144399,204.29,196.6,52310,189.7,196.76,52310,204.29,197.45,52310
2144409,192.51,196.81,52330,208.56,197.04,52330,192.51,197.56,52330
2144420,204.18,197.0,52350,189.6,197.28,52350,189.6,196.79,52350
2144430,192.51,197.16,52370,192.51,196.54,52370,208.56,197.06,52370
2144441,204.16,197.29,52390,204.16,196.75,52390,189.58,197.3,52390
2144452,189.6,197.25,52410,189.6,196.77,52410,204.18,197.25,52410
2144463,204.2,197.2,52430,204.2,196.78,52430,189.61,197.21,52430
2144473,192.51,197.34,52450,192.51,196.97,52450,192.51,196.48,52450
2144484,189.6,196.6,52470,204.18,197.13,52470,204.18,196.7,52470
2144494,208.56,196.89,52490,192.51,197.28,52490,192.51,196.9,52490
2144505,189.6,197.15,52510,189.6,196.54,52510,204.18,197.07,52510
2144515,208.56,197.38,52530,208.56,196.84,52530,192.51,197.22,52530
2144526,189.49,197.57,52560,189.49,197.1,52560,204.07,197.35,52560
2144537,204.29,197.49,52580,204.29,197.07,52580,189.7,197.29,52580
2144548,189.6,197.43,52600,189.6,197.06,52600,204.18,197.25,52600
2144559,204.16,197.36,52620,204.16,197.04,52620,189.58,197.21,52620
2144570,189.61,197.31,52640,189.61,197.02,52640,204.2,197.17,52640
2144581,204.18,197.26,52660,204.18,197.01,52660,189.6,197.14,52660
2144591,192.51,197.39,52680,192.51,197.16,52680,208.56,197.37,52680
2144602,204.18,197.5,52700,204.18,197.3,52700,189.6,197.57,52700
2144613,189.49,197.42,52730,189.49,197.25,52730,204.07,197.48,52730
2144624,204.29,197.36,52750,204.29,197.21,52750,189.7,197.41,52750
2144635,189.6,197.31,52770,189.6,197.18,52770,204.18,197.36,52770
2144646,204.18,197.26,52790,204.18,197.14,52790,189.6,197.3,52790
2144656,192.51,197.39,52810,192.51,197.28,52810,208.56,197.51,52810
2144667,204.18,197.5,52830,204.18,197.41,52830,189.6,197.7,52830
2144677,192.49,197.6,52850,192.49,197.52,52850,208.54,197.86,52850
2144688,204.2,197.69,52870,204.2,197.62,52870,189.61,198.0,52870
2144699,189.6,197.6,52890,189.6,197.53,52890,204.18,197.87,52890
2144709,208.49,197.77,52910,208.49,197.71,52910,192.46,197.92,52910
2144720,189.54,197.91,52940,189.54,197.87,52940,204.13,197.97,52940
2144731,204.27,197.8,52960,204.27,197.75,52960,189.68,197.84,52960
2144742,204.2,198.56,52980,189.61,197.66,52980,204.2,197.73,52980
2144753,189.58,198.36,53000,204.16,197.57,53000,189.58,197.63,53000
2144764,204.2,198.19,53020,189.61,197.49,53020,204.2,197.55,53020
2144774,192.51,198.21,53040,208.56,197.67,53040,192.51,197.64,53040
2144785,204.18,198.22,53060,189.6,197.84,53060,204.18,197.73,53060
2144795,192.51,198.24,53080,192.51,197.04,53080,192.51,197.8,53080
2144805,192.51,197.56,53100,208.56,197.45,53100,192.51,197.17,53100
2144816,204.18,197.65,53120,189.6,197.64,53120,204.18,197.31,53120
2144827,204.18,198.43,53140,204.18,197.55,53140,189.6,197.26,53140
2144838,189.6,198.24,53160,189.6,197.48,53160,204.18,197.22,53160
2144849,204.07,198.08,53190,204.07,197.4,53190,204.07,198.03,53190
2144859,192.63,198.11,53200,192.63,197.51,53200,192.63,198.07,53200
2144870,204.07,198.14,53230,204.07,197.61,53230,189.49,197.24,53230
2144881,189.68,197.99,53250,189.68,197.52,53250,204.27,197.2,53250
2144892,204.2,197.86,53270,204.2,197.45,53270,204.2,198.03,53270
2144903,204.18,198.61,53290,189.6,197.39,53290,189.6,197.9,53290
2144914,189.6,198.41,53310,204.18,197.33,53310,204.18,197.78,53310
2144925,204.07,198.22,53340,204.07,198.13,53340,189.49,197.67,53340
2144936,189.68,198.06,53360,189.68,197.98,53360,204.27,197.57,53360
2144947,204.2,197.93,53380,204.2,197.86,53380,189.61,197.5,53380
2144957,192.51,197.98,53400,192.51,197.92,53400,208.56,197.69,53400
2144968,204.18,198.02,53420,204.18,197.97,53420,189.6,197.85,53420
2144979,204.18,198.75,53440,189.6,197.84,53440,204.18,197.74,53440
2144990,189.6,198.53,53460,204.18,197.73,53460,189.6,197.64,53460
2145001,204.18,198.34,53480,189.6,197.63,53480,204.18,197.55,53480
2145011,192.51,198.34,53500,208.56,197.8,53500,192.51,197.64,53500
2145022,204.18,198.34,53520,189.6,197.95,53520,204.18,197.73,53520
2145033,204.18,199.03,53540,204.18,197.83,53540,189.6,197.63,53540
2145043,192.51,198.95,53560,192.51,197.89,53560,208.56,197.8,53560
2145053,192.49,198.19,53580,208.54,198.2,53580,192.49,198.12,53580
2145064,204.2,198.21,53600,189.61,198.3,53600,189.61,197.29,53600
2145075,204.18,198.91,53620,204.18,198.14,53620,204.18,197.24,53620
2145086,189.6,198.67,53640,189.6,197.99,53640,204.18,198.06,53640
2145096,208.56,198.72,53660,208.56,198.12,53660,192.51,198.09,53660
2145107,189.49,198.76,53690,174.92,197.36,53690,189.49,197.26,53690
2145118,189.7,197.67,53710,204.29,196.45,53710,204.29,197.21,53710
2145129,204.18,197.59,53730,189.6,196.5,53730,204.18,198.04,53730
2145140,189.6,197.5,53750,204.18,196.55,53750,189.6,197.91,53750
2145151,204.18,197.43,53770,204.18,197.45,53770,204.18,197.79,53770
2145162,204.18,198.23,53790,189.6,197.39,53790,189.6,197.68,53790
2145173,189.6,198.07,53810,204.18,197.33,53810,204.18,197.59,53810
2145184,204.18,197.93,53830,189.6,197.27,53830,189.6,197.5,53830
2145195,204.18,198.67,53850,204.18,197.23,53850,204.18,197.43,53850
2145206,189.6,198.46,53870,204.18,198.05,53870,204.18,198.23,53870
2145217,204.18,198.27,53890,175.01,197.05,53890,189.6,198.07,53890
2145228,189.6,198.11,53910,204.18,196.17,53910,204.18,197.93,53910
2145239,204.18,197.97,53930,189.6,196.25,53930,189.6,197.81,53930
2145250,204.18,198.7,53950,204.18,196.33,53950,204.18,197.7,53950
2145260,192.51,198.66,53970,192.51,196.57,53970,192.51,197.78,53970
2145271,204.18,198.62,53990,204.18,196.78,53990,204.18,197.84,53990
2145282,189.6,198.42,54010,189.6,196.79,54010,189.6,197.73,54010
2145293,204.18,198.24,54030,204.18,196.8,54030,204.18,197.63,54030
2145303,208.56,199.2,54050,192.51,196.99,54050,192.51,197.72,54050
2145314,189.6,199.18,54070,204.18,197.15,54070,189.6,196.93,54070
2145325,204.18,198.91,54090,189.6,197.12,54090,204.18,196.92,54090
2145336,204.18,199.53,54110,204.18,197.09,54110,189.6,196.92,54110
2145347,189.6,199.22,54130,204.18,197.93,54130,204.18,196.92,54130
2145358,204.18,198.95,54150,189.6,197.8,54150,189.6,196.91,54150
2145368,192.4,198.87,54180,208.43,197.95,54180,192.4,196.21,54180
2145378,208.68,199.07,54190,192.63,198.25,54190,192.63,195.78,54190
2145389,189.6,199.07,54210,204.18,198.27,54210,204.18,196.09,54210
2145400,204.18,198.82,54230,189.6,198.11,54230,189.6,196.18,54230
2145410,192.51,198.76,54250,192.51,197.27,54250,192.51,195.57,54250
2145421,204.18,198.71,54270,204.18,197.4,54270,204.18,195.9,54270
2145431,208.56,199.62,54290,192.51,197.51,54290,192.51,196.19,54290
2145442,189.6,199.55,54310,204.18,197.61,54310,189.6,195.58,54310
2145452,208.56,199.5,54330,192.51,197.7,54330,208.56,196.0,54330
2145462,192.51,199.62,54350,208.56,198.03,54350,192.51,196.53,54350
2145473,204.07,199.46,54380,189.49,198.15,54380,189.49,195.88,54380
2145484,189.67,199.16,54400,204.26,198.0,54400,204.26,196.0,54400
2145494,208.6,199.15,54420,192.55,198.05,54420,192.55,196.28,54420
2145504,192.51,199.32,54440,208.56,198.34,54440,192.51,195.84,54440
2145515,204.16,199.2,54460,189.58,198.43,54460,189.58,195.27,54460
2145526,204.2,199.79,54480,204.2,198.25,54480,204.2,195.46,54480
2145537,189.6,199.45,54500,204.18,198.95,54500,189.6,195.63,54500
2145548,204.07,199.14,54530,189.49,198.7,54530,204.07,195.77,54530
2145559,204.27,199.73,54550,204.27,198.49,54550,189.68,195.9,54550
2145570,189.6,199.4,54570,189.6,198.3,54570,204.18,196.03,54570
2145580,208.58,199.37,54590,208.58,198.39,54590,192.53,196.3,54590
2145591,189.6,199.33,54610,189.6,198.48,54610,189.6,195.68,54610
2145602,204.18,199.04,54630,204.18,198.29,54630,204.18,195.82,54630
2145613,204.18,199.65,54650,204.18,198.99,54650,189.6,195.95,54650
2145624,189.49,199.32,54680,189.49,198.73,54680,204.07,196.05,54680
2145635,204.29,199.03,54700,204.29,198.51,54700,189.7,196.15,54700
2145645,192.51,198.96,54720,192.51,198.5,54720,192.51,195.56,54720
2145656,204.18,198.89,54740,204.18,198.48,54740,204.18,195.89,54740
2145667,204.18,199.51,54760,204.18,199.16,54760,189.6,196.0,54760
2145677,192.51,199.37,54780,192.51,199.06,54780,192.51,195.42,54780
2145688,204.18,199.25,54800,204.18,198.98,54800,204.18,195.77,54800
2145699,204.18,199.83,54820,189.6,198.73,54820,189.6,195.9,54820
2145710,189.6,199.49,54840,204.18,198.51,54840,204.18,196.02,54840
2145721,204.07,199.17,54870,189.49,198.31,54870,189.49,196.11,54870
2145732,204.29,199.76,54890,204.29,198.15,54890,204.29,196.2,54890
2145743,204.18,200.29,54910,204.18,198.87,54910,189.6,196.29,54910
2145754,189.6,199.89,54930,189.6,198.63,54930,204.18,196.36,54930
2145765,204.18,199.54,54950,204.18,198.43,54950,189.6,196.42,54950
2145776,204.18,200.09,54970,204.18,199.11,54970,204.18,196.48,54970
2145787,189.49,199.7,55000,189.49,198.84,55000,204.07,197.38,55000
2145798,204.29,199.37,55020,204.29,198.61,55020,189.7,197.32,55020
2145809,204.18,199.94,55040,189.6,198.41,55040,204.18,197.28,55040
2145820,189.6,199.58,55060,204.18,198.23,55060,189.6,197.23,55060
2145831,204.18,199.26,55080,204.18,198.93,55080,204.18,197.19,55080
2145842,204.07,199.84,55110,189.49,198.69,55110,189.49,197.15,55110
2145853,204.29,200.35,55130,204.29,198.47,55130,204.29,197.12,55130
2145864,189.6,199.95,55150,204.18,199.16,55150,189.6,197.1,55150
2145874,208.54,199.84,55170,192.49,199.06,55170,208.54,197.33,55170
2145885,189.6,199.75,55190,204.18,198.97,55190,189.6,197.54,55190
2145896,204.2,199.42,55210,189.61,198.73,55210,204.2,197.46,55210
2145907,204.18,199.98,55230,204.18,198.51,55230,189.6,197.39,55230
2145918,204.18,200.48,55250,204.18,199.18,55250,204.18,197.33,55250
2145929,189.6,200.05,55270,189.6,198.91,55270,204.18,198.14,55270
2145940,204.07,199.67,55300,204.07,198.66,55300,189.49,197.99,55300
2145951,204.29,200.2,55320,204.29,199.32,55320,204.29,197.86,55320
2145962,189.6,199.82,55340,189.6,199.04,55340,189.6,197.75,55340
2145973,204.18,199.47,55360,204.18,198.78,55360,204.18,197.65,55360
2145984,204.18,200.03,55380,204.18,199.42,55380,204.18,198.42,55380
2145995,204.07,200.51,55410,189.49,199.12,55410,189.49,198.23,55410
2146006,189.7,200.08,55430,204.29,198.85,55430,204.29,198.08,55430
2146016,208.56,199.97,55450,192.51,198.8,55450,192.51,198.11,55450
2146027,189.6,199.87,55470,204.18,198.75,55470,204.18,198.14,55470
2146038,204.18,199.51,55490,204.18,199.39,55490,189.6,197.99,55490
2146049,204.18,200.07,55510,189.6,199.09,55510,204.18,197.86,55510
2146059,192.49,199.86,55530,208.54,199.09,55530,192.49,197.92,55530
2146070,204.09,199.68,55560,189.51,199.08,55560,204.09,197.96,55560
2146081,189.7,199.35,55580,204.29,198.82,55580,204.29,198.7,55580
2146092,204.18,199.06,55600,204.18,199.46,55600,189.6,198.49,55600
2146103,204.18,199.67,55620,189.6,199.16,55620,204.18,198.3,55620
2146114,189.6,199.34,55640,204.18,198.89,55640,204.18,199.0,55640
2146124,208.56,199.31,55660,192.51,198.83,55660,192.51,198.92,55660
2146135,189.6,199.28,55680,204.18,198.77,55680,204.18,198.85,55680
2146146,204.18,199.0,55700,204.18,199.41,55700,189.6,198.62,55700
2146157,204.18,199.61,55720,189.6,199.11,55720,204.18,198.42,55720
2146168,189.6,199.29,55740,204.18,198.85,55740,204.18,199.1,55740
2146178,208.54,199.26,55760,192.49,198.79,55760,192.49,199.01,55760
2146189,189.61,199.24,55780,204.2,198.74,55780,204.2,198.93,55780
2146200,204.18,198.96,55800,204.18,199.38,55800,204.18,199.55,55800
2146211,204.18,199.58,55820,189.6,199.09,55820,189.6,199.24,55820
2146221,192.51,199.43,55840,208.56,199.08,55840,208.56,199.22,55840
2146232,204.03,199.3,55870,204.03,199.94,55870,189.46,199.19,55870
2146243,189.73,199.01,55890,189.73,199.58,55890,204.33,198.92,55890
2146254,204.18,198.77,55910,204.18,199.27,55910,204.18,199.55,55910
2146265,204.18,199.41,55930,204.18,199.85,55930,204.18,200.1,55930
2146276,189.58,199.11,55950,189.58,199.5,55950,189.58,199.72,55950
2146287,204.2,198.85,55970,204.2,199.19,55970,204.2,199.38,55970
2146297,208.56,199.74,55990,192.51,199.09,55990,192.51,199.26,55990
2146308,189.6,199.66,56010,204.18,199.0,56010,204.18,199.15,56010
2146318,208.54,199.59,56030,192.49,198.92,56030,208.54,200.01,56030
2146329,189.61,199.53,56050,204.2,198.86,56050,189.61,199.9,56050
2146339,208.54,199.47,56070,192.49,198.8,56070,208.54,199.8,56070
2146350,204.2,200.29,56090,204.2,198.74,56090,204.2,200.58,56090
2146360,192.4,200.05,56120,208.43,199.64,56120,192.4,200.31,56120
2146371,204.27,199.85,56140,189.68,199.57,56140,204.27,200.07,56140
2146381,192.53,199.68,56160,208.58,199.52,56160,192.53,199.88,56160
2146392,204.18,199.52,56180,189.6,199.47,56180,204.18,199.7,56180
2146403,204.18,200.07,56200,204.18,199.16,56200,204.18,200.23,56200
2146414,189.6,199.7,56220,204.18,199.75,56220,204.18,200.69,56220
2146425,204.18,199.37,56240,189.6,199.42,56240,189.6,200.24,56240
2146436,204.18,199.93,56260,204.18,199.12,56260,204.18,199.85,56260
2146447,204.18,200.44,56280,204.18,199.72,56280,204.18,200.36,56280
2146458,189.44,200.01,56310,204.01,200.23,56310,204.01,200.8,56310
2146469,204.33,199.64,56330,189.73,199.84,56330,189.73,200.34,56330
2146480,204.2,200.19,56350,204.2,199.5,56350,204.2,199.94,56350
2146490,208.54,200.92,56370,192.49,199.36,56370,208.54,200.7,56370
2146500,192.53,200.87,56390,208.58,199.5,56390,192.53,200.68,56390
2146511,204.18,200.57,56410,189.6,199.45,56410,204.18,200.4,56410
2146521,192.51,200.31,56430,208.56,199.41,56430,192.51,200.16,56430
2146532,204.18,200.08,56450,189.6,199.37,56450,204.18,199.95,56450
2146543,204.18,200.56,56470,204.18,199.07,56470,204.18,200.45,56470
2146554,204.18,200.99,56490,204.18,199.68,56490,204.18,200.89,56490
2146565,204.18,201.37,56510,189.6,199.35,56510,189.6,200.42,56510
2146576,189.6,200.84,56530,204.18,199.06,56530,204.18,200.0,56530
2146587,204.18,200.37,56550,204.18,199.66,56550,204.18,200.49,56550
2146598,204.18,200.82,56570,189.6,199.34,56570,204.18,200.93,56570
2146609,204.07,201.21,56600,204.07,199.04,56600,189.49,200.45,56600
2146620,189.7,200.7,56620,204.29,199.65,56620,204.29,200.03,56620
2146630,208.54,200.51,56640,192.49,199.5,56640,208.54,200.78,56640
2146641,204.2,201.21,56660,204.2,199.36,56660,189.61,200.58,56660
2146652,204.18,201.56,56680,204.18,199.93,56680,204.18,200.14,56680
2146663,189.6,201.01,56700,189.6,199.57,56700,204.18,200.62,56700
2146673,208.56,200.78,56720,208.56,199.51,56720,192.51,200.35,56720
2146684,204.18,201.44,56740,189.6,199.46,56740,204.18,200.11,56740
2146695,189.6,200.9,56760,204.18,199.16,56760,204.18,200.6,56760
2146705,208.56,200.69,56780,192.51,199.06,56780,192.51,200.33,56780
2146716,204.18,201.36,56800,204.18,198.98,56800,204.18,200.1,56800
2146727,204.18,201.69,56820,204.18,199.59,56820,204.18,200.58,56820
2146738,189.6,201.12,56840,189.6,199.27,56840,189.6,200.14,56840
2146748,208.56,200.88,56860,208.56,199.25,56860,208.56,200.02,56860
2146759,204.07,201.52,56890,204.07,200.08,56890,204.07,200.76,56890
2146769,192.51,201.14,56910,192.51,199.87,56910,192.51,200.47,56910
2146780,204.29,200.82,56930,204.29,199.7,56930,204.29,200.22,56930
2146791,204.18,201.22,56950,189.6,199.37,56950,204.18,200.7,56950
2146802,204.18,201.57,56970,204.18,199.08,56970,189.6,200.25,56970
2146812,208.45,202.13,56990,208.45,199.94,56990,208.45,200.1,56990
2146823,189.68,201.77,57010,189.68,199.83,57010,204.27,200.84,57010
2146834,204.18,201.2,57030,204.18,199.49,57030,189.6,200.38,57030
2146845,204.07,201.54,57060,204.07,200.04,57060,204.07,199.96,57060
2146855,208.68,202.12,57070,192.63,199.84,57070,208.68,200.72,57070
2146866,189.49,201.76,57100,204.07,199.66,57100,189.49,200.53,57100
2146877,204.27,201.18,57120,189.68,199.33,57120,204.27,200.1,57120
2146888,204.18,201.54,57140,204.18,199.05,57140,204.18,200.58,57140
2146899,204.18,201.85,57160,204.18,199.66,57160,204.18,201.01,57160
2146910,204.2,202.13,57180,204.2,200.19,57180,189.61,200.52,57180
2146921,204.18,202.37,57200,189.6,199.8,57200,204.18,200.09,57200
2146932,189.6,201.72,57220,204.18,199.46,57220,204.18,200.58,57220
2146943,204.18,201.15,57240,204.18,200.02,57240,204.18,201.0,57240
2146953,208.56,201.77,57260,192.51,199.82,57260,192.51,200.69,57260
2146964,204.07,202.31,57290,204.07,199.64,57290,204.07,200.41,57290
2146975,189.68,201.66,57310,204.27,200.17,57310,204.27,200.85,57310
2146986,204.2,201.11,57330,189.61,199.79,57330,204.2,201.25,57330
2146997,204.18,201.47,57350,204.18,199.45,57350,189.6,200.74,57350
2147007,208.56,202.05,57370,208.56,200.27,57370,208.56,200.54,57370
2147018,189.6,201.7,57390,189.6,200.13,57390,204.18,201.23,57390
2147029,204.18,201.13,57410,204.18,199.74,57410,189.6,200.72,57410
2147040,204.18,201.49,57430,204.18,200.27,57430,204.18,200.26,57430
2147051,204.07,201.8,57460,204.07,200.72,57460,204.07,200.72,57460
2147061,208.68,202.34,57470,192.63,200.44,57470,192.63,200.44,57470
2147072,189.6,201.96,57490,204.18,200.2,57490,204.18,200.2,57490
2147082,208.56,201.62,57510,192.51,199.98,57510,208.56,200.93,57510
2147093,204.18,202.18,57530,204.18,199.79,57530,189.6,200.71,57530
2147104,204.18,202.42,57550,204.18,200.31,57550,204.18,200.26,57550
2147115,204.18,202.63,57570,189.6,199.9,57570,204.18,200.72,57570
2147125,192.51,202.12,57590,208.56,199.81,57590,208.56,201.39,57590
2147135,208.56,201.93,57610,192.51,199.89,57610,192.51,201.29,57610
2147145,192.49,201.77,57630,208.54,199.97,57630,208.54,201.2,57630
2147156,204.2,201.36,57650,204.2,200.72,57650,189.61,200.95,57650
2147166,208.56,201.96,57670,192.51,200.44,57670,208.56,200.73,57670
2147177,204.18,202.48,57690,204.18,200.2,57690,204.18,201.39,57690
2147188,189.6,201.82,57710,204.18,200.67,57710,189.6,200.86,57710
2147199,204.18,201.23,57730,189.6,200.22,57730,204.18,200.39,57730
2147210,204.18,201.58,57750,204.18,199.83,57750,204.18,200.84,57750
2147221,204.07,201.88,57780,204.07,200.33,57780,204.07,201.23,57780
2147232,204.27,202.15,57800,189.68,199.93,57800,204.27,201.58,57800
2147243,204.2,202.4,57820,204.2,199.57,57820,189.61,201.03,57820
2147253,192.51,201.92,57840,208.56,200.38,57840,208.56,200.8,57840
2147264,204.18,201.5,57860,189.6,200.22,57860,204.18,201.46,57860
2147274,208.54,202.07,57880,208.54,200.09,57880,192.49,201.09,57880
2147284,192.51,201.89,57900,192.51,200.14,57900,208.56,201.02,57900
2147295,204.2,201.47,57920,204.2,199.93,57920,204.2,201.65,57920
2147305,208.54,202.05,57940,192.49,199.74,57940,192.49,201.26,57940
2147316,204.09,202.55,57970,204.09,199.57,57970,204.09,200.91,57970
2147327,189.7,201.89,57990,204.29,200.12,57990,204.29,201.3,57990
2147338,204.16,201.3,58010,204.16,200.6,58010,204.16,201.65,58010
2147349,204.18,201.64,58030,189.6,200.16,58030,204.18,201.94,58030
2147360,204.18,201.94,58050,204.18,199.77,58050,204.18,202.21,58050
2147371,204.09,202.2,58080,204.09,200.29,58080,189.51,201.57,58080
2147382,204.29,202.43,58100,204.29,200.75,58100,204.29,201.02,58100
2147393,204.18,202.65,58120,189.6,200.3,58120,204.18,201.4,58120
2147404,204.18,202.83,58140,204.18,199.9,58140,204.18,201.73,58140
2147415,189.6,202.13,58160,204.18,200.4,58160,204.18,202.02,58160
2147426,204.18,201.51,58180,204.18,200.85,58180,189.6,201.41,58180
2147437,204.18,201.82,58200,189.6,200.38,58200,204.18,200.88,58200
2147448,204.18,202.1,58220,204.18,199.97,58220,204.18,201.27,58220
2147459,204.18,202.35,58240,204.18,200.47,58240,204.18,201.61,58240
2147470,189.6,201.7,58260,189.6,200.04,58260,204.18,201.92,58260
2147480,192.4,200.44,58290,208.43,199.92,58290,192.4,201.49,58290
2147491,204.29,200.19,58310,204.29,200.68,58310,204.29,201.12,58310
2147502,204.13,200.66,58330,204.13,201.1,58330,204.13,201.48,58330
2147513,204.22,201.08,58350,189.63,200.6,58350,204.22,201.8,58350
2147524,204.2,201.45,58370,204.2,200.17,58370,204.2,202.08,58370
2147535,204.18,201.77,58390,204.18,200.64,58390,204.18,202.33,58390
2147546,204.18,202.06,58410,204.18,201.06,58410,189.6,201.69,58410
2147557,204.07,202.3,58440,189.49,200.56,58440,204.07,201.12,58440
2147568,189.7,201.66,58460,204.29,200.13,58460,204.29,201.48,58460
2147579,204.16,201.1,58480,204.16,200.61,58480,204.16,201.8,58480
2147590,204.2,201.47,58500,204.2,201.03,58500,204.2,202.08,58500
2147600,208.56,202.05,58520,192.51,200.72,58520,192.51,201.64,58520
2147611,204.18,202.56,58540,204.18,200.44,58540,204.18,201.25,58540
2147622,204.07,202.74,58570,204.07,200.87,58570,204.07,201.59,58570
2147633,204.29,202.91,58590,189.7,200.4,58590,204.29,201.9,58590
2147644,189.6,202.21,58610,204.18,199.99,58610,204.18,202.18,58610
2147655,204.16,201.58,58630,204.16,200.49,58630,204.16,202.41,58630
2147666,204.2,201.89,58650,204.2,200.92,58650,204.2,202.62,58650
2147676,208.56,202.42,58670,192.51,200.62,58670,192.51,202.12,58670
2147687,204.18,202.88,58690,204.18,200.35,58690,204.18,201.67,58690
2147698,204.18,203.04,58710,204.18,200.8,58710,204.18,201.97,58710
2147708,192.51,202.48,58730,192.51,200.51,58730,208.56,202.49,58730
2147719,204.18,201.99,58750,204.18,200.26,58750,189.6,202.08,58750
2147729,208.54,202.51,58770,208.54,200.98,58770,208.54,201.73,58770
2147740,204.2,202.97,58790,189.61,200.75,58790,204.2,202.28,58790
2147751,189.6,202.25,58810,204.18,200.3,58810,204.18,202.5,58810
2147761,208.56,201.87,58830,208.56,201.01,58830,192.51,202.01,58830
2147771,208.56,202.66,58850,192.51,200.96,58850,208.56,201.84,58850
2147782,204.18,203.1,58870,204.18,200.65,58870,204.18,202.37,58870
2147793,204.18,203.23,58890,204.18,201.07,58890,204.18,202.59,58890
2147804,189.6,202.48,58910,189.6,200.57,58910,204.18,202.77,58910
2147815,204.07,201.81,58940,204.07,200.13,58940,189.49,202.07,58940
2147826,204.29,202.09,58960,204.29,200.61,58960,204.29,201.46,58960
2147837,204.18,202.35,58980,204.18,201.04,58980,204.18,201.79,58980
2147848,204.16,202.56,59000,189.58,200.55,59000,204.16,202.07,59000
2147859,204.2,202.75,59020,204.2,200.11,59020,204.2,202.32,59020
2147870,204.07,202.92,59050,204.07,200.59,59050,204.07,202.53,59050
2147881,204.26,203.06,59070,204.26,201.01,59070,204.26,202.73,59070
2147891,192.51,202.51,59090,192.51,200.7,59090,192.51,202.21,59090
2147902,204.22,202.02,59110,204.22,200.42,59110,204.22,201.76,59110
2147913,204.18,202.28,59130,204.18,200.87,59130,204.18,202.05,59130
2147924,204.18,202.5,59150,204.18,201.26,59150,204.18,202.3,59150
2147934,208.56,202.96,59170,192.51,200.92,59170,208.56,202.78,59170
2147945,204.18,203.36,59190,204.18,200.61,59190,204.18,203.2,59190
2147956,204.18,203.46,59210,204.18,201.04,59210,204.18,203.32,59210
2147966,192.49,202.85,59230,192.49,200.72,59230,192.49,202.73,59230
2147977,204.2,202.32,59250,204.2,200.44,59250,204.2,202.21,59250
2147987,208.56,202.8,59270,208.56,201.14,59270,208.56,202.7,59270
2147997,208.56,203.48,59290,192.51,201.07,59290,192.51,202.45,59290
2148008,204.18,203.82,59310,204.18,200.75,59310,204.18,201.96,59310
2148019,189.6,203.0,59330,204.18,201.15,59330,204.18,202.23,59330
2148029,208.43,202.53,59360,192.4,200.81,59360,208.43,202.71,59360
2148040,204.29,202.98,59380,204.29,200.52,59380,204.29,203.14,59380
2148051,204.16,203.13,59400,204.16,200.96,59400,204.16,203.27,59400
2148062,204.2,203.25,59420,204.2,201.34,59420,204.2,203.38,59420
2148073,204.14,203.36,59440,204.14,201.68,59440,189.56,202.61,59440
2148084,204.11,203.45,59470,189.53,201.1,59470,204.11,201.93,59470
2148095,204.29,203.54,59490,204.29,200.61,59490,204.29,202.19,59490
