millis,rpm,rpm2
35530,87.92,90.13
35540,105.52,88.19
35550,87.92,90.13
35560,87.92,88.28
35570,87.92,88.63
35580,87.92,88.90
35590,87.93,88.81
35600,87.92,88.19
35610,87.91,88.72
35620,87.92,89.31
35630,87.92,88.54
35640,87.94,89.13
35650,87.92,88.06
35660,87.92,90.04
35670,87.92,88.19
35680,87.93,88.86
35690,87.92,89.04
35700,87.93,89.13
35710,87.92,88.54
35720,87.93,89.40
35730,105.51,88.90
35740,87.92,89.86
35750,87.92,90.50
35760,87.93,89.81
35770,87.92,90.60
35780,87.93,89.49
35790,87.92,91.49
35800,87.92,89.63
35810,105.50,91.40
35820,87.93,89.40
35830,87.92,90.09
35840,87.92,90.50
35850,87.90,90.46
35860,87.95,90.09
35870,87.92,90.74
35880,105.50,90.13
35890,87.92,90.50
35900,87.92,90.93
35910,87.92,90.18
35920,87.92,91.02
35930,87.92,90.13
35940,87.93,92.16
35950,105.50,90.27
35960,87.93,92.31
35970,87.92,90.23
35980,87.92,90.83
35990,87.92,91.30
36000,105.52,91.07
36010,87.92,91.40
36020,87.92,91.40
36030,87.92,90.74
36040,87.92,91.40
36050,105.47,90.93
36060,87.97,91.64
36070,87.92,92.31
36080,87.92,91.16
36090,87.92,91.78
36100,105.52,91.21
36110,87.92,92.16
36120,87.93,91.11
36130,87.92,93.14
36140,87.92,91.16
36150,105.51,93.19
36160,87.92,91.40
36170,87.93,92.02
36180,87.92,92.31
36190,105.51,92.02
36200,87.92,92.55
36210,87.92,92.50
36220,87.92,91.88
36230,105.50,92.60
36240,87.92,91.88
36250,87.92,92.70
36260,87.92,93.29
36270,105.51,92.70
36280,87.92,93.29
36290,87.93,92.50
36300,105.50,93.44
36310,87.93,92.50
36320,87.92,93.44
36330,87.92,92.31
36340,105.51,93.34
36350,87.92,92.26
36360,87.92,94.39
36370,105.50,92.36
36380,87.93,94.34
36390,87.92,92.50
36400,87.91,93.04
36410,105.53,92.50
36420,87.93,93.09
36430,87.92,93.49
36440,105.50,93.29
36450,87.93,93.54
36460,87.92,93.49
36470,105.50,93.54
36480,87.93,93.49
36490,87.92,92.94
36500,105.51,93.79
36510,87.92,93.14
36520,87.93,93.94
36530,105.51,93.29
36540,87.92,93.69
36550,87.93,94.34
36560,105.51,94.09
36570,87.92,94.70
36580,87.92,93.74
36590,105.51,94.85
36600,87.92,93.84
36610,87.92,94.64
36620,105.50,93.89
36630,87.93,94.54
36640,87.92,93.64
36650,105.50,94.75
36660,87.92,93.49
36670,87.93,95.67
36680,105.51,93.64
36690,87.92,95.78
36700,105.51,93.94
36710,87.92,96.04
36720,87.93,94.14
36730,105.51,96.09
36740,87.92,93.99
36750,105.52,96.09
36760,87.92,94.19
36770,87.92,94.70
36780,105.51,94.39
36790,87.92,94.85
36800,105.48,94.49
36810,87.94,95.11
36820,87.93,95.47
36830,105.51,95.31
36840,87.92,95.57
36850,105.50,95.21
36860,87.92,95.57
36870,105.52,95.26
36880,87.92,95.62
36890,87.92,95.67
36900,105.51,95.73
36910,87.93,95.78
36920,105.51,95.83
36930,87.92,95.78
36940,105.51,95.99
36950,87.92,95.88
36960,105.50,96.15
36970,87.92,96.09
36980,87.93,95.47
36990,105.51,96.25
37000,87.92,95.52
37010,105.51,96.41
37020,87.92,95.73
37030,105.51,96.51
37040,87.92,95.73
37050,105.51,96.67
37060,87.92,95.88
37070,105.51,96.78
37080,87.92,95.99
37090,105.51,96.89
37100,87.92,96.04
37110,105.51,96.94
37120,87.92,96.15
37130,105.52,97.10
37140,87.92,96.25
37150,105.48,97.21
37160,87.95,96.46
37170,105.50,97.21
37180,87.92,96.51
37190,105.51,97.26
37200,87.93,96.51
37210,105.51,97.26
37220,87.92,96.62
37230,105.51,97.32
37240,105.51,97.48
37250,87.93,97.42
37260,105.50,97.48
37270,87.92,97.48
37280,105.52,97.42
37290,87.92,97.42
37300,105.52,97.59
37310,87.92,97.53
37320,105.50,97.64
37330,87.93,97.59
37340,105.50,97.80
37350,87.92,97.80
37360,105.52,97.86
37370,105.51,97.64
37380,87.92,98.08
37390,105.50,97.69
37400,87.91,98.13
37410,105.54,97.75
37420,70.34,98.19
37430,105.51,97.86
37440,105.51,97.32
37450,87.90,97.97
37460,105.53,97.42
37470,87.92,98.02
37480,105.52,97.59
37490,105.51,99.74
37500,87.92,97.75
37510,105.51,99.91
37520,87.92,97.91
37530,105.51,100.03
37540,105.50,97.75
37550,87.92,99.91
37560,105.52,97.86
37570,87.92,99.97
37580,105.50,97.97
37590,105.52,99.18
37600,87.92,98.08
37610,105.51,99.52
37620,87.93,98.13
37630,105.51,99.52
37640,105.51,98.68
37650,87.92,99.29
37660,105.51,98.85
37670,105.51,99.91
37680,87.92,98.96
37690,105.52,100.14
37700,105.51,99.52
37710,87.92,100.03
37720,105.50,99.46
37730,105.52,98.85
37740,87.92,99.58
37750,105.51,98.96
37760,105.50,99.74
37770,87.92,99.01
37780,105.52,99.97
37790,105.51,99.97
37800,87.90,99.97
37810,105.53,100.09
37820,105.52,99.69
37830,87.92,100.14
37840,105.51,99.80
37850,105.51,99.35
37860,87.92,99.97
37870,105.51,99.52
37880,105.52,101.71
37890,87.92,99.63
37900,105.51,101.71
37910,105.51,99.46
37920,105.50,100.72
37930,87.93,99.63
37940,105.50,100.95
37950,105.52,100.20
37960,87.92,101.01
37970,105.51,100.43
37980,105.51,101.41
37990,105.51,100.95
38000,87.92,101.53
38010,105.52,100.89
38020,105.51,100.26
38030,105.50,101.01
38040,87.93,100.37
38050,105.51,101.18
38060,105.51,101.35
38070,105.50,100.89
38080,87.92,101.41
38090,105.52,101.06
38100,105.50,100.54
38110,105.51,102.72
38120,87.93,100.54
38130,105.51,102.84
38140,105.51,100.54
38150,105.51,102.06
38160,87.92,100.77
38170,105.51,101.94
38180,105.51,101.24
38190,105.51,102.36
38200,105.50,101.82
38210,87.93,102.48
38220,105.51,102.12
38230,105.51,101.35
38240,105.51,102.12
38250,105.50,102.06
38260,87.93,102.12
38270,105.50,102.30
38280,105.52,101.76
38290,105.51,101.41
38300,105.51,103.62
38310,87.92,101.47
38320,105.51,103.62
38330,105.51,101.53
38340,105.51,103.02
38350,105.51,102.00
38360,87.92,102.66
38370,105.51,102.12
38380,105.50,103.26
38390,105.52,102.66
38400,105.51,101.94
38410,105.51,102.96
38420,87.92,101.94
38430,105.52,102.78
38440,105.50,103.08
38450,105.52,102.60
38460,105.50,102.06
38470,105.51,104.42
38480,105.51,102.18
38490,87.93,104.49
38500,105.50,102.36
38510,105.51,103.81
38520,105.52,102.84
38530,105.51,103.87
38540,105.51,103.38
38550,105.50,102.66
38560,105.52,103.56
38570,87.92,102.84
38580,105.52,103.75
38590,105.50,103.69
38600,105.51,103.38
38610,105.52,102.96
38620,105.50,104.99
38630,105.52,102.90
38640,105.50,65.49
38650,105.52,103.44
38660,105.29,104.61
38670,88.10,103.69
38680,105.52,104.61
38690,105.51,104.05
38700,105.51,103.44
38710,105.50,104.30
38720,105.52,104.55
38730,105.50,104.11
38740,105.52,103.38
38750,105.48,105.55
38760,105.53,103.02
38770,105.52,104.24
38780,105.51,103.62
38790,87.92,104.49
38800,105.51,103.87
38810,105.51,105.17
38820,105.51,104.49
38830,105.50,103.81
38840,105.52,104.73
38850,105.51,104.61
38860,105.50,104.30
38870,105.52,103.75
38880,105.51,106.00
38890,105.50,103.75
38900,105.52,105.17
38910,105.51,104.61
38920,105.51,105.93
38930,105.50,105.05
38940,105.51,104.55
38950,105.52,105.36
38960,105.51,105.43
38970,105.51,104.86
38980,105.51,104.05
38990,105.51,106.25
39000,105.51,103.87
39010,105.50,104.86
39020,87.93,103.69
39030,105.51,104.99
39040,105.50,104.49
39050,105.52,105.87
39060,105.51,105.30
39070,105.51,104.99
39080,105.51,105.81
39090,105.51,106.25
39100,105.51,105.55
39110,105.51,105.30
39120,105.51,107.62
39130,105.51,105.36
39140,123.08,107.16
39150,105.51,106.32
39160,105.52,105.93
39170,105.51,106.58
39180,105.50,107.03
39190,105.51,106.38
39200,105.51,106.00
39210,105.52,108.22
39220,105.51,105.93
39230,105.51,107.36
39240,105.50,106.64
39250,105.52,107.69
39260,105.50,107.16
39270,105.51,106.19
39280,123.09,106.71
39290,105.52,106.06
39300,105.50,108.22
39310,105.52,105.81
39320,105.51,106.90
39330,105.50,106.32
39340,105.52,107.23
39350,105.50,106.83
39360,105.52,105.74
39370,105.51,106.96
39380,105.50,106.77
39390,105.52,106.58
39400,105.51,105.81
39410,105.50,108.22
39420,105.51,105.87
39430,123.11,107.36
39440,105.51,106.77
39450,105.51,106.00
39460,105.51,106.96
39470,105.50,107.09
39480,105.52,106.71
39490,105.51,106.32
39500,105.51,108.75
39510,105.51,106.58
39520,105.51,108.15
39530,105.51,107.36
39540,123.08,107.16
39550,105.52,108.08
39560,105.50,108.08
39570,105.51,107.88
39580,105.51,107.16
39590,105.51,109.63
39600,105.52,107.09
39610,123.08,108.82
39620,105.52,108.08
39630,105.50,107.62
39640,105.52,108.35
39650,105.50,108.82
39660,105.51,108.35
39670,123.09,107.62
39680,105.51,108.89
39690,105.52,108.02
39700,105.51,109.16
39710,105.51,108.35
39720,105.51,107.95
39730,123.08,108.22
39740,105.51,108.08
39750,105.52,110.04
39760,105.51,107.55
39770,105.51,108.82
39780,105.51,108.02
39790,123.09,107.69
39800,105.51,108.55
39810,105.51,109.02
39820,105.50,108.35
39830,105.51,108.15
39840,105.52,110.25
39850,123.06,108.42
39860,105.54,109.29
39870,105.51,108.75
39880,105.50,108.22
39890,105.52,108.95
39900,123.09,108.48
39910,105.51,110.67
39920,105.51,108.22
39930,105.51,109.56
39940,105.51,108.75
39950,123.08,108.68
39960,105.51,109.29
39970,105.52,109.77
39980,105.51,109.36
39990,123.06,108.55
40000,105.54,110.04
40010,105.51,109.22
40020,105.51,110.53
40030,105.51,109.97
40040,123.08,109.91
40050,105.52,109.63
40060,105.50,109.09
40070,105.51,111.51
40080,123.09,109.84
40090,105.51,110.74
40100,105.51,110.25
40110,123.09,110.60
40120,105.51,109.97
40130,105.52,109.84
40140,105.51,112.15
40150,123.08,110.04
40160,105.52,111.58
40170,105.51,110.95
40180,123.09,110.81
40190,105.50,110.67
40200,105.52,110.04
40210,105.50,112.44
40220,123.11,110.95
40230,105.51,111.94
40240,105.50,111.16
40250,123.11,111.65
40260,105.51,111.23
40270,105.50,110.39
40280,123.09,111.94
40290,105.52,111.09
40300,105.50,112.01
40310,123.09,111.58
40320,105.51,111.94
40330,105.52,111.37
40340,123.09,110.60
40350,105.50,112.29
40360,105.52,111.30
40370,123.09,110.81
40380,105.51,112.08
40390,123.09,111.16
40400,105.48,113.38
40410,105.54,110.95
40420,123.09,112.94
40430,105.50,112.08
40440,105.51,111.09
40450,123.07,111.86
40460,105.54,111.51
40470,123.09,112.44
40480,105.50,111.86
40490,105.52,113.31
40500,123.09,112.58
40510,105.51,112.44
40520,105.50,112.01
40530,123.11,111.58
40540,105.50,112.94
40550,123.09,112.51
40560,105.52,111.86
40570,105.51,113.16
40580,123.08,111.94
40590,105.52,114.26
40600,123.06,112.58
40610,105.54,113.89
40620,123.09,113.23
40630,105.50,113.09
40640,105.52,112.58
40650,123.09,112.22
40660,105.51,113.67
40670,123.08,113.16
40680,105.52,112.29
40690,123.08,113.01
40700,105.51,112.80
40710,123.09,113.89
40720,105.52,112.87
40730,105.51,114.26
40740,123.09,113.97
40750,105.51,114.04
40760,123.09,115.16
40770,105.51,112.58
40780,123.08,114.63
40790,105.52,114.11
40800,123.08,114.49
40810,105.51,113.75
40820,123.09,112.87
40830,105.52,114.41
40840,123.08,114.34
40850,105.49,113.67
40860,123.12,114.19
40870,105.51,113.23
40880,123.11,114.56
40890,105.51,114.04
40900,123.09,113.89
40910,105.51,115.01
40920,123.09,113.67
40930,105.51,116.00
40940,123.09,113.97
40950,105.51,115.46
40960,123.08,115.16
40970,105.52,115.31
40980,123.08,116.53
40990,105.52,113.89
41000,123.09,115.39
41010,105.50,114.78
41020,123.09,115.31
41030,105.51,114.86
41040,123.09,114.26
41050,123.09,116.07
41060,105.51,115.24
41070,123.09,115.16
41080,105.52,114.71
41090,123.09,114.26
41100,105.51,116.00
41110,123.08,115.92
41120,122.92,116.07
41130,105.67,115.54
41140,123.09,114.63
41150,105.51,115.84
41160,123.08,115.31
41170,105.51,114.71
41180,123.11,115.31
41190,123.03,115.09
41200,105.56,116.84
41210,123.08,116.61
41220,105.52,115.69
41230,123.08,116.00
41240,123.09,115.09
41250,105.52,116.30
41260,123.08,115.77
41270,105.51,114.86
41280,123.11,115.61
41290,123.08,115.31
41300,105.52,117.08
41310,123.09,117.00
41320,105.51,116.30
41330,123.09,116.92
41340,123.08,116.07
41350,105.52,117.70
41360,123.09,117.31
41370,123.09,117.39
41380,105.51,116.77
41390,123.09,115.84
41400,123.06,117.39
41410,105.53,116.53
41420,123.11,116.69
41430,123.09,118.02
41440,105.50,115.61
41450,123.11,117.55
41460,122.98,117.16
41470,105.61,117.47
41480,123.08,119.30
41490,123.11,117.47
41500,105.51,118.90
41510,123.08,118.42
41520,123.09,117.47
41530,105.51,120.12
41540,123.09,118.50
41550,123.11,118.02
41560,123.08,118.58
41570,105.52,118.26
41580,123.08,119.38
41590,123.11,118.74
41600,123.09,118.98
41610,122.94,120.28
41620,105.64,117.55
41630,123.11,119.14
41640,123.09,118.26
41650,105.50,118.18
41660,123.11,119.54
41670,123.08,117.47
41680,122.86,116.84
41690,105.71,117.86
41700,123.11,116.92
41710,123.08,118.34
41720,105.51,117.55
41730,123.09,117.08
41740,123.09,117.70
41750,105.52,117.31
41760,123.09,118.66
41770,123.08,118.26
41780,123.11,118.66
41790,105.51,118.02
41800,123.09,117.39
41810,123.08,119.14
41820,105.26,118.34
41830,123.39,118.58
41840,123.11,119.95
41850,123.09,117.94
41860,105.50,119.06
41870,123.11,118.42
41880,123.09,117.31
41890,123.08,118.50
41900,105.52,117.70
41910,123.08,117.31
41920,123.11,117.94
41930,105.51,117.31
41940,123.08,118.50
41950,123.09,118.18
41960,123.09,118.42
41970,105.51,117.94
41980,123.09,117.16
41990,123.11,118.90
42000,105.51,118.26
42010,123.09,118.50
42020,123.08,120.03
42030,123.09,117.86
42040,105.51,119.06
42050,123.11,118.50
42060,123.09,117.47
42070,123.08,118.74
42080,105.51,118.10
42090,123.09,117.55
42100,123.11,118.18
42110,105.51,117.63
42120,123.09,118.90
42130,123.09,118.74
42140,123.09,119.06
42150,105.50,118.66
42160,123.11,117.94
42170,123.09,120.20
42180,123.09,119.87
42190,123.08,118.98
42200,105.49,121.95
42210,123.13,120.36
42220,123.08,119.95
42230,123.11,120.45
42240,123.09,119.54
42250,123.09,121.19
42260,123.09,120.78
42270,105.50,120.78
42280,123.09,122.54
42290,123.09,120.86
42300,123.11,120.45
42310,123.09,121.11
42320,123.09,119.95
42330,123.09,121.78
42340,123.08,121.36
42350,123.09,120.36
42360,105.52,123.32
42370,123.09,121.44
42380,123.09,120.69
42390,123.09,121.11
42400,123.09,120.12
42410,123.09,122.63
42420,123.08,122.03
42430,123.11,121.19
42440,123.08,122.29
42450,123.11,121.95
42460,123.08,122.03
42470,123.09,123.75
42480,123.09,122.03
42490,123.09,121.36
42500,105.51,122.29
42510,123.11,121.11
42520,123.09,122.89
42530,123.09,122.54
42540,123.08,122.80
42550,123.11,124.01
42560,123.08,121.95
42570,123.11,121.70
42580,123.09,122.37
42590,123.09,121.78
42600,123.08,123.32
42610,123.11,122.89
42620,123.08,121.86
42630,123.09,123.40
42640,123.09,122.89
42650,123.09,123.06
42660,123.11,124.63
42670,123.09,122.80
42680,123.09,122.12
42690,123.09,122.63
42700,123.09,121.70
42710,123.08,124.28
42720,123.09,123.58
42730,123.11,122.37
42740,123.08,123.84
42750,123.09,123.49
42760,123.09,123.75
42770,123.09,124.80
42780,123.09,122.80
42790,123.09,122.46
42800,123.11,123.23
42810,123.08,122.46
42820,123.09,124.10
42830,123.09,123.66
42840,123.09,407.06
42850,123.11,123.93
42860,123.09,123.75
42870,123.09,123.93
42880,123.08,125.88
42890,123.11,123.49
42900,123.09,122.80
42910,123.08,123.49
42920,140.50,123.58
42930,123.27,122.97
42940,123.09,123.66
42950,123.09,123.40
42960,123.09,124.89
42970,123.09,124.54
42980,123.08,123.49
42990,123.09,124.80
43000,123.11,124.54
43010,123.09,124.63
43020,123.09,126.42
43030,123.08,124.10
43040,123.11,123.58
43050,123.08,124.28
43060,123.09,123.49
43070,140.69,123.58
43080,123.09,124.36
43090,123.09,123.84
43100,123.06,125.43
43110,123.13,124.89
43120,123.08,124.10
43130,123.11,125.07
43140,123.09,124.89
43150,123.09,125.43
43160,123.09,126.60
43170,140.68,125.16
43180,123.08,125.61
43190,123.11,126.60
43200,123.09,124.72
43210,123.08,124.36
43220,123.09,124.98
43230,123.09,123.93
43240,123.11,126.33
43250,122.79,125.52
43260,141.02,124.10
43270,123.11,126.33
43280,123.09,125.70
43290,123.08,124.36
43300,123.11,126.15
43310,123.08,125.70
43320,123.09,125.70
43330,140.69,126.06
43340,123.09,125.79
43350,123.09,125.88
43360,123.08,127.61
43370,123.11,125.43
43380,123.09,124.98
43390,123.08,125.70
43400,140.69,125.61
43410,123.09,125.25
43420,123.09,125.88
43430,123.08,124.98
43440,123.09,127.15
43450,123.11,126.51
43460,140.68,125.25
43470,123.09,126.97
43480,123.09,126.69
43490,123.09,125.70
43500,123.09,126.88
43510,140.68,126.78
43520,123.08,125.79
43530,123.11,127.06
43540,123.08,126.60
43550,123.11,126.88
43560,140.68,127.43
43570,123.08,127.06
43580,123.11,127.06
43590,123.08,128.92
43600,140.58,127.15
43610,123.19,127.24
43620,123.08,128.73
43630,123.09,126.69
43640,123.09,126.42
43650,140.68,128.73
43660,123.11,126.97
43670,123.09,126.24
43680,123.08,127.06
43690,140.69,127.06
43700,123.09,126.51
43710,123.09,127.24
43720,123.09,126.24
43730,140.68,126.88
43740,123.09,127.34
43750,123.09,126.78
43760,123.09,128.55
43770,140.68,127.52
43780,123.08,126.88
43790,123.09,129.02
43800,140.69,127.71
43810,123.09,126.78
43820,123.09,128.92
43830,123.09,128.36
43840,140.67,127.34
43850,123.09,129.02
43860,123.09,128.36
43870,140.62,126.88
43880,123.14,129.40
43890,123.09,128.73
43900,123.11,127.43
43910,140.68,129.21
43920,123.08,128.64
43930,123.11,127.52
43940,140.67,129.59
43950,123.07,128.92
43960,123.12,127.61
43970,140.68,129.49
43980,123.11,128.92
43990,123.08,127.80
44000,140.69,129.97
44010,123.08,129.21
44020,123.09,127.98
44030,140.68,129.68
44040,123.11,129.21
44050,123.06,128.17
44060,140.71,130.36
44070,123.11,129.68
44080,123.08,128.36
44090,140.68,130.16
44100,123.09,129.59
44110,123.09,128.26
44120,140.69,130.55
44130,123.08,129.97
44140,123.09,128.92
44150,140.68,130.74
44160,123.11,129.97
44170,140.68,128.64
44180,123.09,130.65
44190,123.08,130.07
44200,140.65,128.73
44210,123.13,131.23
44220,140.67,129.59
44230,123.11,129.21
44240,123.08,131.04
44250,140.69,129.78
44260,123.09,128.92
44270,140.67,129.11
44280,123.11,129.97
44290,123.09,129.02
44300,140.67,129.59
44310,123.09,129.87
44320,140.68,130.07
44330,123.09,129.59
44340,123.11,130.26
44350,140.68,130.16
44360,123.08,129.59
44370,140.68,132.52
44380,123.11,130.26
44390,140.68,131.23
44400,123.09,132.82
44410,140.34,131.13
44420,123.38,131.53
44430,123.09,132.72
44440,140.69,131.23
44450,123.09,131.33
44460,140.67,131.53
44470,123.11,131.13
44480,140.68,130.26
44490,123.08,131.43
44500,140.69,131.23
44510,123.09,129.97
44520,140.68,132.12
44530,123.09,131.72
44540,123.09,130.55
44550,140.68,132.72
44560,123.08,132.22
44570,140.68,130.55
44580,123.11,132.92
44590,140.68,131.33
44600,123.09,130.94
44610,140.67,131.04
44620,123.11,131.53
44630,140.67,131.62
44640,140.34,132.32
44650,123.40,133.62
44660,123.08,131.62
44670,140.69,132.22
44680,140.67,132.52
44690,123.11,132.02
44700,140.68,130.94
44710,123.08,132.32
44720,140.68,132.12
44730,123.09,131.04
44740,140.68,132.92
44750,123.11,132.42
44760,140.67,130.94
44770,123.11,133.02
44780,140.67,132.02
44790,123.11,131.13
44800,140.67,131.53
44810,123.11,132.32
44820,140.67,132.42
44830,123.11,131.92
44840,140.67,134.96
44850,123.07,132.72
44860,140.71,133.52
44870,140.68,133.73
44880,123.11,133.42
44890,140.68,132.12
44900,123.09,133.73
44910,140.67,133.52
44920,123.09,132.22
44930,140.69,134.13
44940,140.68,133.02
44950,123.06,132.12
44960,140.71,132.42
44970,123.09,133.02
44980,140.68,133.02
44990,140.68,133.52
45000,123.07,135.06
45010,140.72,133.32
45020,123.09,133.42
45030,140.68,133.73
45040,123.08,133.42
45050,140.69,132.32
45060,140.67,134.54
45070,123.09,133.83
45080,140.68,132.62
45090,123.09,134.75
45100,140.69,133.22
45110,140.67,133.42
45120,123.11,132.92
45130,140.68,135.90
45140,123.09,133.73
45150,140.68,134.75
45160,140.68,134.96
45170,123.08,134.65
45180,140.69,133.52
45190,140.67,135.48
45200,123.11,134.96
45210,140.67,133.52
45220,140.69,133.62
45230,123.09,134.13
45240,140.67,134.03
45250,140.69,134.75
45260,123.09,604.30
45270,140.67,134.85
45280,140.68,133.93
45290,123.09,135.37
45300,140.68,135.27
45310,140.67,133.73
45320,123.12,136.00
45330,140.67,134.96
45340,140.69,134.96
45350,123.06,134.24
45360,140.72,136.95
45370,140.68,135.37
45380,123.09,135.58
45390,140.67,136.00
45400,140.69,135.79
45410,140.67,134.44
45420,123.09,136.53
45430,140.69,135.37
45440,140.67,135.37
45450,123.07,134.65
45460,140.71,137.38
45470,140.69,135.90
45480,140.68,134.96
45490,123.09,136.64
45500,140.68,136.32
45510,140.67,134.96
45520,123.11,137.06
45530,140.68,135.69
45540,140.68,135.69
45550,140.67,136.53
45560,123.11,138.25
45570,140.68,136.53
45580,140.67,135.27
45590,140.69,137.38
45600,123.06,136.64
45610,140.72,135.27
45620,140.68,135.58
45630,140.68,138.68
45640,140.67,136.85
45650,123.09,136.95
45660,140.69,137.28
45670,140.67,137.06
45680,140.68,135.48
45690,123.09,137.81
45700,140.69,136.64
45710,140.68,136.64
45720,140.68,137.06
45730,140.68,137.38
45740,123.09,137.17
45750,140.68,136.11
45760,140.68,138.14
45770,140.67,136.85
45780,140.68,136.64
45790,123.11,136.11
45800,140.68,139.45
45810,140.68,137.49
45820,140.67,136.32
45830,140.68,138.46
45840,123.09,137.71
45850,140.68,136.11
45860,140.68,136.74
45870,140.68,139.79
45880,140.68,137.71
45890,140.68,136.74
45900,123.09,138.36
45910,140.68,138.25
45920,140.69,136.95
45930,140.67,136.95
45940,140.68,139.79
45950,140.68,138.25
45960,140.50,137.06
45970,123.26,138.68
45980,140.69,138.57
45990,140.67,136.95
46000,140.68,137.49
46010,140.68,140.34
46020,140.68,138.57
46030,140.69,137.49
46040,123.08,139.23
46050,140.65,138.90
46060,140.72,137.71
46070,140.67,137.60
46080,140.68,140.79
46090,140.68,138.79
46100,140.68,137.81
46110,140.68,139.90
46120,140.68,138.68
46130,123.11,137.92
46140,140.68,138.03
46150,140.68,140.91
46160,140.68,139.23
46170,140.68,138.03
46180,140.67,140.23
46190,140.68,138.57
46200,140.68,138.79
46210,140.68,139.45
46220,140.69,139.67
46230,140.68,139.67
46240,140.68,138.03
46250,123.09,140.46
46260,140.67,138.79
46270,140.68,139.01
46280,140.68,139.79
46290,140.68,140.01
46300,140.68,140.01
46310,140.69,138.25
46320,140.67,138.57
46330,140.68,141.24
46340,140.68,139.79
46350,140.65,138.57
46360,140.72,140.79
46370,140.68,139.12
46380,140.68,139.67
46390,140.68,140.23
46400,140.67,140.46
46410,140.68,140.23
46420,140.68,138.90
46430,140.44,139.12
46440,123.32,139.67
46450,140.64,140.01
46460,140.71,140.46
46470,140.69,140.79
46480,140.68,140.68
46490,140.68,139.23
46500,140.68,139.34
46510,140.67,142.62
46520,140.69,140.46
46530,140.68,139.45
46540,140.68,141.47
46550,140.64,140.46
46560,140.72,140.23
46570,140.67,141.24
46580,140.69,141.47
46590,140.67,141.13
46600,140.69,139.45
46610,140.68,140.01
46620,140.68,142.74
46630,140.67,141.36
46640,140.68,140.01
46650,140.68,142.16
46660,157.93,143.20
46670,140.88,141.13
46680,140.79,140.12
46690,140.68,142.16
46700,140.68,140.91
46710,140.68,140.79
46720,140.68,141.81
46730,140.67,141.93
46740,140.69,141.81
46750,140.67,140.23
46760,140.69,140.57
46770,140.67,143.55
46780,140.69,141.59
46790,140.67,140.68
46800,140.68,142.62
